loss_boundary,loss_interior,time,_timestamp,_runtime,step,_step,l2_error,loss
0.012968366003896538,48.67366922335172,1.0303122997283936,1714511897.3355393,5.2246904373168945,0,0,0.35784145760983116,48.68663758935562
0.025943162028814238,48.34036262228296,1.3346397876739502,1714511897.3434896,5.232640743255615,1,1,0.3259908758643573,48.36630578431178
0.04315821735208202,48.007710325922076,1.3428173065185547,1714511897.3508677,5.240018844604492,2,2,0.30693276344756987,48.050868543274156
0.06421865151071884,47.675678559383606,1.3495149612426758,1714511897.3571596,5.246310710906982,3,3,0.30173363980693163,47.73989721089433
0.08890996574143602,47.34402218189292,1.3548266887664795,1714511897.3624725,5.251623630523682,4,4,0.31013832026783755,47.432932147634354
0.11704340903231761,47.01258725441785,1.3598647117614746,1714511897.3674867,5.256637811660767,5,5,0.3303557114260037,47.12963066345017
0.14839674418451074,46.6813421488053,1.3648672103881836,1714511897.3725088,5.261659860610962,6,6,0.35967984152184757,46.82973889298981
0.18267408990183667,46.35032687071724,1.3691840171813965,1714511897.376819,5.26596999168396,7,7,0.39534938379085033,46.53300096061908
0.21952164829053794,46.01960092445573,1.3734865188598633,1714511897.3811123,5.270263433456421,8,8,0.43507083309955896,46.23912257274627
0.258564492732311,45.68920511708178,1.3777828216552734,1714511897.3854237,5.2745747566223145,9,9,0.47715343919551345,45.94776960981409
0.2994479582409202,45.35913681800393,1.3830161094665527,1714511897.3906593,5.279810428619385,10,10,0.5204386397730275,45.65858477624485
0.3418657993589992,45.02934234815534,1.3875231742858887,1714511897.39519,5.284341096878052,11,11,0.5641702881643585,45.37120814751434
0.38557061811144017,44.699722692079085,1.391908884048462,1714511897.3995333,5.288684368133545,12,12,0.6078720796057014,45.08529331019052
0.4303703829209103,44.37014590864021,1.3961172103881836,1714511897.4047997,5.293950796127319,13,13,0.6512504500672222,44.800516291561124
0.47611582549215553,44.04046112892219,1.4013094902038574,1714511897.4089391,5.298090219497681,14,14,0.694124369518069,44.51657695441435
0.5226846006891861,43.710510377196364,1.4055171012878418,1714511897.4131353,5.302286386489868,15,15,0.7363791423991937,44.23319497788555
0.5699680188084342,43.380136449561896,1.409749984741211,1714511897.4173594,5.3065104484558105,16,16,0.7779387987735447,43.95010446837033
0.6178629345026408,43.04918698297307,1.4138514995574951,1714511897.42144,5.310590982437134,17,17,0.8187501261273591,43.66704991747571
0.6662673984308789,42.71751560099742,1.4180383682250977,1714511897.4256601,5.3148112297058105,18,18,0.8587730461283574,43.383782999428306
0.7150780120174801,42.38498133543127,1.423741102218628,1714511897.4313493,5.320500373840332,19,19,0.8979748782988766,43.10005934744875
0.7641884586154889,42.0514475007048,1.4288785457611084,1714511897.4364636,5.32561469078064,20,20,0.9363272994599633,42.81563595932029
0.8134892583352507,41.71678073568756,1.4340460300445557,1714511897.4416199,5.330770969390869,21,21,0.9738051288473942,42.53026999402281
0.8628686426793453,41.380850444044746,1.4385759830474854,1714511897.4462128,5.335363864898682,22,22,1.0103862950044002,42.24371908672409
0.9122143552965599,41.04352858908339,1.4467277526855469,1714511897.4546156,5.343766689300537,23,23,1.0460524203932289,41.95574294437995
0.9614160114095566,40.70468974897741,1.451749324798584,1714511897.459362,5.348513126373291,24,24,1.0807894274058223,41.66610576038696
1.0103673741044064,40.36421141642482,1.4562959671020508,1714511897.4639103,5.3530614376068115,25,25,1.1145877337144088,41.37457879052923
1.0589679498107585,40.02197454313678,1.4605951309204102,1714511897.468198,5.357349157333374,26,26,1.1474419812822225,41.080942492947536
1.1071237508115717,39.677864245508225,1.4647860527038574,1714511897.4724114,5.361562490463257,27,27,1.1793505037675527,40.7849879963198
1.1547474633152952,39.33177054357575,1.4692113399505615,1714511897.4768484,5.365999460220337,28,28,1.210314752251612,40.486518006891046
1.2017583382410137,38.983589051923516,1.4736831188201904,1714511897.4812827,5.370433807373047,29,29,1.2403388075614667,40.18534739016453
1.2480820276296076,38.63322160554356,1.478010892868042,1714511897.4856246,5.374775648117065,30,30,1.269429027783382,39.88130363317317
1.293650485042929,38.280576835448066,1.482367992401123,1714511897.4899778,5.379128932952881,31,31,1.2975938307527946,39.574227320491
1.3384019717390694,37.92557071409788,1.4867405891418457,1714511897.4943352,5.383486270904541,32,32,1.324843578556958,39.26397268583695
1.382281148848916,37.568127087865484,1.4911632537841797,1714511897.4988112,5.387962341308594,33,33,1.351190508201298,38.9504082367144
1.4252391851591484,37.208178210243574,1.4953036308288574,1714511897.5029101,5.392061233520508,34,34,1.3766486447118127,38.633417395402724
1.4672337829270434,36.84566528425784,1.4995384216308594,1714511897.507147,5.396298170089722,35,35,1.4012336450853518,38.31289906718489
1.5082290329809864,36.480539013741684,1.503922462463379,1714511897.5115867,5.400737762451172,36,36,1.4249625490786368,37.98876804672267
1.5481950510999918,36.11276015239159,1.508162498474121,1714511897.515758,5.404909133911133,37,37,1.4478534428159056,37.66095520349158
1.5871073992594043,35.742300030927474,1.5124680995941162,1714511897.5200803,5.409231424331665,38,38,1.4699250615984727,37.329407430186876
1.6249463353130251,35.36914103932009,1.5168182849884033,1714511897.5244544,5.413605451583862,39,39,1.4911963654539573,36.99408737463312
1.6616959534224842,34.99327704291545,1.5209622383117676,1714511897.5285418,5.4176928997039795,40,40,1.5116861186236474,36.65497299633794
1.731877374000083,34.23346878358041,1.5283336639404297,1714511897.5359259,5.425076961517334,42,41,1.5503927497372945,35.9653461575805
1.8586900557500796,32.68245460785779,1.5435054302215576,1714511897.5511112,5.440262317657471,46,42,1.6191509515031643,34.541144663607874
1.966875407401064,31.09310885578098,1.5576410293579102,1714511897.5652497,5.4544007778167725,50,43,1.6769756884298304,33.059984263182045
2.074487576164241,29.06326021062777,1.5737428665161133,1714511897.5813668,5.470517873764038,55,44,1.7344127700812377,31.137747786792012
2.159554281176297,26.591571770645157,1.593510389328003,1714511897.6011941,5.490345239639282,61,45,1.781265746997921,28.751126051821455
2.1902233080197093,24.128425102838435,1.6134562492370605,1714511897.621087,5.510238170623779,67,46,1.8019185893773184,26.318648410858145
2.157999906229317,21.738949507065755,1.6336092948913574,1714511897.641255,5.5304059982299805,73,47,1.792247149832537,23.896949413295072
2.005366820297318,18.791173658933896,1.660431146621704,1714511897.6680846,5.5572357177734375,81,48,1.723963238964448,20.796540479231215
1.7323252088671934,16.24642621520908,1.6860835552215576,1714511897.693755,5.582906007766724,89,49,1.5872428495369637,17.978751424076275
1.330951391872442,13.9591202688193,1.7146923542022705,1714511897.7223413,5.611492395401001,98,50,1.3598648065732906,15.290071660691742
0.9182839048986983,12.272415701098835,1.7435059547424316,1714511897.7511427,5.640293836593628,107,51,1.0826634351020887,13.190699605997533
0.5245758661235645,10.875717794417122,1.7781288623809814,1714511897.7857897,5.674940824508667,118,52,0.7494332211941543,11.400293660540687
0.30404034680686526,9.898554908089144,1.8161273002624512,1714511897.823846,5.712997198104858,130,53,0.5249514945532675,10.202595254896009
0.23274719324039062,9.16265424253161,1.8581242561340332,1714511897.865838,5.754989147186279,143,54,0.492902404282416,9.395401435772001
0.20559503715637364,8.497828817727925,1.9031157493591309,1714511897.910805,5.7999560832977295,157,55,0.512003415729691,8.703423854884297
0.16732875091235896,7.797009051648716,1.9521162509918213,1714511897.959788,5.8489391803741455,172,56,0.4887469530419268,7.964337802561075
0.1214001733706743,6.9064630821326825,2.0206518173217773,1714511898.028304,5.917455196380615,190,57,0.43763205934929494,7.027863255503357
0.09186587214446755,5.951067118703484,2.0772311687469482,1714511898.084944,5.974095106124878,208,58,0.40268159285756244,6.042932990847951
0.07761020497849369,4.790528622591051,2.1451878547668457,1714511898.152911,6.042062044143677,229,59,0.3912772385079047,4.8681388275695445
0.08105474855884688,3.545825661767986,2.2157928943634033,1714511898.2235012,6.11265230178833,252,60,0.4007154402580412,3.626880410326833
0.10019148307628471,2.3481202200481777,2.290048122406006,1714511898.2977424,6.186893463134766,277,61,0.4151561740144531,2.4483117031244626
0.12213331848250608,1.3563647374961598,2.3884310722351074,1714511898.3961017,6.285252809524536,305,62,0.4109207817192549,1.4784980559786658
0.1198534245312548,0.7614506204206374,2.4776763916015625,1714511898.4853764,6.374527454376221,335,63,0.3637356784826456,0.8813040449518922
0.0917946569872459,0.47190840056232,2.5901670455932617,1714511898.5978506,6.487001657485962,369,64,0.2835747326265035,0.5637030575495658
0.06524657530738082,0.3430110395617252,2.7011172771453857,1714511898.708766,6.597917079925537,406,65,0.21856336469516993,0.408257614869106
0.04876982611073874,0.26706273954486487,2.820692777633667,1714511898.828328,6.71747899055481,446,66,0.1787399377752702,0.3158325656556036
0.03684366611447533,0.21016855003423318,2.96522855758667,1714511898.972874,6.862025022506714,491,67,0.14853473218146032,0.2470122161487085
0.02769576554558617,0.1701393543595568,3.116987466812134,1714511899.1246772,7.013828277587891,540,68,0.12272206460733902,0.19783511990514296
0.021199204215681992,0.14337758894154107,3.2811403274536133,1714511899.2887821,7.177933216094971,594,69,0.10225979470269825,0.16457679315722307
0.0170387512928373,0.1257573400505183,3.4531426429748535,1714511899.4608054,7.349956512451172,653,70,0.08810649483190133,0.1427960913433556
0.014497828424135625,0.11316429498194948,3.6585123538970947,1714511899.6662834,7.555434465408325,718,71,0.07918108953668065,0.1276621234060851
0.012910095875081726,0.10316637437098121,3.8769869804382324,1714511899.8846104,7.773761510848999,790,72,0.07372864740992388,0.11607647024606293
0.01180303939405621,0.0943199524944443,4.122061491012573,1714511900.1298056,8.018956661224365,869,73,0.07015825152696707,0.10612299188850051
0.01087926060855123,0.08552128556686293,4.382554054260254,1714511900.3902664,8.279417514801025,956,74,0.06727299911529626,0.09640054617541416
0.01000298088729025,0.07622525288837166,4.681384801864624,1714511900.6891143,8.57826542854309,1052,75,0.06449724329097677,0.08622823377566191
0.009124397215450691,0.06646224944411504,5.000452280044556,1714511901.0083632,8.897514343261719,1157,76,0.06163867194241707,0.07558664665956573
0.008206683817335718,0.05649756007694819,5.362488031387329,1714511901.3702152,9.259366273880005,1272,77,0.058572586291688725,0.0647042438942839
0.007212439079160962,0.0466283312746812,5.75542426109314,1714511901.7631214,9.652272462844849,1400,78,0.055125998106164156,0.05384077035384217
0.00617285475159273,0.03763022268948891,6.174187421798706,1714511902.18189,10.071041107177734,1539,79,0.05128364658905231,0.04380307744108164
0.005105485378248129,0.029796815501071994,6.652761936187744,1714511902.6604562,10.549607276916504,1693,80,0.04692284833802712,0.03490230087932012
0.0040798031333832445,0.02327581459091687,7.177757263183594,1714511903.1854484,11.074599504470825,1863,81,0.042179071728576385,0.027355617724300115
0.003187836252705135,0.01785816107285762,7.733545303344727,1714511903.7412488,11.630399942398071,2049,82,0.03756569804562233,0.021045997325562754
0.0024683203879158743,0.01335132197923496,8.357675552368164,1714511904.3653553,12.254506349563599,2254,83,0.03346308916024054,0.015819642367150832
0.0018871252150374134,0.009680043079909998,9.059163808822632,1714511905.066872,12.95602297782898,2479,84,0.029595183322752315,0.011567168294947411
0.0014115563576879288,0.006672401743373264,9.851108312606812,1714511905.85889,13.748041152954102,2727,85,0.02578076236153133,0.008083958101061193
0.0010403414409132635,0.0043043370517835,10.714646816253662,1714511906.7224627,14.611613750457764,3000,86,0.022297803595446638,0.005344678492696764
0.0007619628342004787,0.002610228694669058,11.66972541809082,1714511907.677461,15.566612005233765,3299,87,0.019269663141539908,0.003372191528869537
0.0005565494099406621,0.0015257872539333676,12.708643674850464,1714511908.7163577,16.60550880432129,3629,88,0.016640220930142096,0.0020823366638740297
0.00040818504768220826,0.0009045286211460813,13.866712808609009,1714511909.874475,17.763626098632812,3992,89,0.014388498072846824,0.0013127136688282897
0.00029845249978249083,0.0005630973481916127,15.14248275756836,1714511911.1502068,19.039357900619507,4391,90,0.012416074262290713,0.0008615498479741036
0.00021272027407582547,0.0003671254402775076,16.48643136024475,1714511912.4941359,20.383286952972412,4831,91,0.01059692112785621,0.000579845714353333
0.00014679996694884692,0.0002477910367968703,18.076760053634644,1714511914.0845997,21.973750829696655,5314,92,0.008948582550452298,0.00039459100374571724
0.00010114882430900764,0.00017400220519636164,19.74063754081726,1714511915.748385,23.63753604888916,5845,93,0.007594981996399566,0.0002751510295053693
0.00011247871787876017,0.00046454769562911995,21.578515768051147,1714511917.586257,25.47540807723999,6429,94,0.010111882905574599,0.0005770264135078801
6.478913039452818e-05,0.00019340751747385003,23.613050937652588,1714511919.6210039,27.510154962539673,7072,95,0.006642173106588953,0.00025819664786837823
3.658200348704502e-05,7.413401835553441e-05,25.768935203552246,1714511921.7766874,29.665838479995728,7779,96,0.004712734852244022,0.00011071602184257944
4.8561755205409044e-05,0.00021304315991292077,28.223902702331543,1714511924.2317233,32.12087440490723,8557,97,0.005906747766235723,0.0002616049151183298
1.622395731796518e-05,4.148314183368054e-05,30.902272701263428,1714511926.9100406,34.79919171333313,9413,98,0.0031198912314204983,5.770709915164572e-05
1.016693335740543e-05,3.0480827881043185e-05,33.77146506309509,1714511929.7791615,37.668312549591064,10354,99,0.0027597436033270583,4.064776123844861e-05
6.225104856958285e-06,2.2107827983869256e-05,36.96274018287659,1714511932.9705374,40.85968852043152,11389,100,0.0018828784192694297,2.8332932840827542e-05
3.858002135244044e-06,1.6534436280308302e-05,40.435956716537476,1714511936.443666,44.33281707763672,12528,101,0.0014502203777571358,2.0392438415552347e-05
2.4548755849372038e-06,1.2816993450071382e-05,44.196677684783936,1714511940.2044005,48.09355163574219,13781,102,0.0011217634633392556,1.5271869035008587e-05
1.6812184336479007e-06,1.036274735880634e-05,48.43976354598999,1714511944.4477663,52.33691740036011,15159,103,0.0008954997558404071,1.204396579245424e-05
1.268699896829304e-06,8.729777996376556e-06,53.06980228424072,1714511949.0775912,56.966742277145386,16675,104,0.0007616672680489498,9.99847789320586e-06
1.0539233969850192e-06,7.597680801037222e-06,58.187485218048096,1714511954.1952147,62.08436584472656,18342,105,0.0006856970842556075,8.651604198022242e-06
4.5363616534152886e-05,0.0002946116634052722,63.71040201187134,1714511959.7181697,67.60732078552246,20177,106,0.01294144791336413,0.00033997527993942506
8.614955609793427e-07,6.08232934630883e-06,69.80868577957153,1714511965.8164127,73.70556378364563,22194,107,0.0006352115533636539,6.943824907288173e-06
7.42188185522968e-06,4.822121994051328e-05,76.43252921104431,1714511972.4404755,80.32962656021118,24414,108,0.0027948553165245416,5.564310179574296e-05
7.705126446828418e-07,5.140349309843194e-06,83.75681829452515,1714511979.7645807,87.65373182296753,26855,109,0.000615124759366425,5.910861954526036e-06
1.2770639912754322e-06,8.20916269268243e-06,91.79284262657166,1714511987.8005745,95.68972563743591,29540,110,0.0010054486776195333,9.486226683957862e-06
2.4622483077082834e-06,1.5598858471310388e-05,100.65638709068298,1714511996.6641228,104.5532739162445,32494,111,0.0038733157755302563,1.806110677901867e-05
6.588258430458783e-07,4.281113096391586e-06,110.46911787986755,1714512006.47713,114.36628103256226,35744,112,0.0005971803565080643,4.939938939437464e-06
9.331849917385949e-07,1.3236097925501192e-05,121.29680013656616,1714512017.3045366,125.19368767738342,39318,113,0.0011570997541016138,1.4169282917239787e-05
1.0657510274870064e-06,7.07032643409784e-06,133.13406443595886,1714512029.1418045,137.0309555530548,43250,114,0.00104592695915217,8.136077461584847e-06
4.978060905371454e-07,3.4123696164363766e-06,146.13455843925476,1714512042.1426117,150.03176283836365,47575,115,0.0005061145232123024,3.910175706973522e-06
7.0432895931984935e-06,4.4450055668914e-05,160.48810601234436,1714512056.4958725,164.3850235939026,52332,116,0.004461120518474333,5.1493345262112496e-05
4.0176411374024947e-07,2.9535918288671923e-06,176.1642665863037,1714512072.1720536,180.06120467185974,57566,117,0.00045661121339801545,3.3553559426074418e-06
3.5681322760384427e-07,2.7395961236696266e-06,193.5555763244629,1714512089.563605,197.45275616645813,63322,118,0.00042893341170463967,3.0964093512734708e-06
3.1414653935847004e-07,2.535556456807787e-06,212.56716227531433,1714512108.574919,216.46407008171082,69654,119,0.00040542437012332927,2.8497029961662568e-06
7.225911648944176e-07,9.730494150754529e-06,233.54295325279236,1714512129.5506861,237.43983721733093,76620,120,0.0006786169405381566,1.0453085315648946e-05
2.3686894918843418e-07,2.146847432472176e-06,256.99170207977295,1714512152.999741,260.8888921737671,84281,121,0.00034787733010054533,2.38371638166061e-06
2.012625990934858e-07,1.960730079239645e-06,282.78443670272827,1714512178.7921844,286.68133544921875,92710,122,0.00031926121760962313,2.161992678333131e-06
3.4146478207640467e-07,3.0275288939134394e-06,310.5342981815338,1714512206.541997,314.4311480522156,101980,123,0.0008777434910511261,3.368993675989844e-06
1.3386049543203954e-07,1.6255363913991386e-06,341.19491505622864,1714512237.203033,345.09218406677246,112178,124,0.0002680819166303043,1.7593968868311782e-06
1.3085321415845624e-05,7.71516389456983e-05,374.87634444236755,1714512270.8840888,378.7732398509979,123396,125,0.0006045209069741222,9.023696036154393e-05
8.759425690281622e-08,1.3663189090276967e-06,412.2328803539276,1714512308.2408466,416.1299977302551,135736,126,0.00022694928744450776,1.4539131659305129e-06
6.10537199922386e-08,1.1806347544905484e-06,453.14787769317627,1714512349.15562,457.044771194458,149309,127,0.0001840822103463016,1.241688474482787e-06
7.830494997083723e-07,1.5364582246298962e-05,498.01291394233704,1714512394.0209002,501.9100513458252,164240,128,0.0013773098841732747,1.6147631746007334e-05
3.460590060985597e-08,9.156711672954158e-07,547.4990403652191,1714512443.506921,551.3960721492767,180664,129,0.00014291143885102788,9.502770679052717e-07
2.9473525049644165e-08,7.969540350050797e-07,601.8756980895996,1714512497.883644,605.7727952003479,198731,130,0.00013311628625282948,8.264275600547239e-07
2.3130728582550565e-08,6.77553069176358e-07,661.787172794342,1714512557.795198,665.6843490600586,218604,131,0.00012583169567978976,7.006837977589085e-07
4.3958053325095875e-06,2.3239443195393493e-05,727.8818719387054,1714512623.8898997,731.7790508270264,240464,132,0.0037340835479480763,2.763524852790308e-05
9.026888576449007e-07,6.697287988526178e-06,801.355610370636,1714512697.364113,805.2532641887665,264510,133,0.0024344703329832827,7.599976846171079e-06
9.702920034564632e-09,4.2701972145741485e-07,881.4111359119415,1714512777.4192882,885.3084392547607,290961,134,0.00012205642950506518,4.367226414919795e-07
7.299230016819432e-05,0.0003342787372671999,969.914838552475,1714512865.9228876,973.8120386600494,320057,135,0.01441858161999058,0.0004072710374353942
6.24839167396155e-09,3.6637220016113966e-07,1000.0002593994141,1714512896.008011,1003.8971621990204,329992,136,6.729333466615931e-05,3.726205918351012e-07
