step,time,_step,_runtime,loss_boundary,l2_error,_timestamp,loss,loss_interior
0,1.8240485191345215,0,6.152162313461304,0.012968366003896538,4.043948543646779,1714508828.3604484,48.68663758935562,48.67366922335172
1,2.1464130878448486,1,6.215156316757202,9.510312282814311,4.530917988124862,1714508828.4234424,38.81265603477881,29.3023437519645
2,2.203620433807373,2,6.2722368240356445,11.09820568552337,0.8523439573924582,1714508828.4805229,23.33660638922491,12.23840070370154
3,2.2619354724884033,3,6.3305089473724365,0.7198955468497715,1.80380197334861,1714508828.538795,10.873900767431133,10.154005220581361
4,2.3542237281799316,4,6.4225099086761475,2.054525540005487,1.80380197334861,1714508828.630796,9.11919198852311,7.064666448517623
5,2.432394504547119,5,6.501022577285767,2.054525540005487,1.8742079111324892,1714508828.7093086,9.11919198852311,7.064666448517623
6,2.4904489517211914,6,6.559078216552734,2.1860851992054946,2.0896467459580497,1714508828.7673643,9.034479832083436,6.848394632877942
7,2.5517990589141846,7,6.632138252258301,2.498198231411941,2.2448364374113603,1714508828.8404243,8.279249742390473,5.781051510978531
8,2.6261985301971436,8,6.694793701171875,2.7102113140405235,1.8086600664695405,1714508828.9030797,6.876602669482082,4.166391355441559
9,2.733930826187134,9,6.802562236785889,1.7886058841498258,0.63395599813671,1714508829.0108483,5.715424099158341,3.9268182150085154
10,2.7909233570098877,10,6.859504461288452,0.2678089776687667,0.5998124446388312,1714508829.0677905,3.602746043996589,3.334937066327822
11,2.847076416015625,11,6.915475845336914,0.2325855359699663,0.45588569246857097,1714508829.123762,3.1490123472483957,2.9164268112784293
12,2.90320086479187,12,6.971858024597168,0.15709496272518417,0.2627131453072519,1714508829.180144,3.0182761672601837,2.8611812045349994
13,2.959847927093506,13,7.028457164764404,0.0760803296928518,0.34506911013208524,1714508829.2367432,2.3327881633790923,2.2567078336862405
14,3.01674222946167,14,7.085360527038574,0.08624046902176406,0.3036838403921453,1714508829.2936466,2.1468616584901037,2.0606211894683395
15,3.0733108520507812,15,7.14197564125061,0.08998976739740647,0.2932512814945957,1714508829.3502617,1.6270916386376486,1.5371018712402422
16,3.13065767288208,16,7.19930100440979,0.09673525967428696,0.31851660247211055,1714508829.407587,1.529120406856302,1.432385147182015
17,3.198227882385254,17,7.266698598861694,0.11938663719433648,0.4104349439605804,1714508829.4749846,1.4359482847193383,1.316561647525002
18,3.3065600395202637,18,7.374931812286377,0.16986730533307837,0.4236896720249784,1714508829.5832179,1.1606105137287022,0.9907432083956238
19,3.413966417312622,19,7.482321739196777,0.1810331313893568,0.42506754408471653,1714508829.6906078,1.1049260212773466,0.9238928898879898
20,3.528831720352173,20,7.597239971160889,0.18865124854504287,0.4232312425389306,1714508829.805526,1.047592569363383,0.8589413208183401
21,3.5953328609466553,21,7.663952112197876,0.1920801457347523,0.42067870988076134,1714508829.8722382,1.0278782980574337,0.8357981523226815
22,3.6685736179351807,22,7.736952304840088,0.20016514836971114,0.4259737623967373,1714508829.9452384,0.9880681559629633,0.7879030075932522
23,3.824150323867798,23,7.8948540687561035,0.21113933659024267,0.4356296560784573,1714508830.10314,0.9455096991280079,0.7343703625377652
24,3.884272813796997,24,7.9529054164886475,0.2222811721251427,0.4372394081187486,1714508830.1611915,0.9188414523490211,0.6965602802238785
25,3.9414093494415283,25,8.010571241378784,0.22394483572541363,0.4376873536374774,1714508830.2188573,0.9153971663090696,0.691452330583656
26,4.010585069656372,26,8.079158067703247,0.22446768230816846,0.43280633438630683,1714508830.287444,0.9050642320864235,0.680596549778255
27,4.100533962249756,27,8.169137716293335,0.21978316512433196,0.4226299443358504,1714508830.3774238,0.8896820362680206,0.6698988711436886
28,4.168771028518677,28,8.242419004440308,0.2101857930796021,0.40874354315437306,1714508830.450705,0.8685705960856718,0.6583848030060697
29,4.238881587982178,29,8.307464838027954,0.19785968565455622,0.4009618696540212,1714508830.515751,0.8442172949509368,0.6463576092963805
30,4.294292211532593,30,8.3628671169281,0.19135501622815146,0.3928130454196819,1714508830.5711532,0.8353523130856776,0.6439972968575262
31,4.349989652633667,31,8.418591499328613,0.18478415814527074,0.3769227382645269,1714508830.6268775,0.8261678264429426,0.6413836682976719
32,4.413166761398315,32,8.481762409210205,0.172142305376946,0.3522440183640203,1714508830.6900485,0.8102233394854366,0.6380810341084906
33,4.469337224960327,33,8.537920713424683,0.15025341264008774,0.3559360416349401,1714508830.7462068,0.7866069042257354,0.6363534915856477
34,4.5252296924591064,34,8.593838691711426,0.1374794665394272,0.39315131255861013,1714508830.8021247,0.7515254446722052,0.614045978132778
35,4.581408500671387,35,8.649982452392578,0.1374653553601714,0.41668822723060167,1714508830.8582685,0.7141492433602932,0.5766838880001218
36,4.637532711029053,36,8.706349611282349,0.1382381892157823,0.39797363297558314,1714508830.9146357,0.670010538677466,0.5317723494616836
37,4.693634271621704,37,8.762207508087158,0.1280135569923036,0.3787953165421175,1714508830.9704936,0.6340051117219638,0.5059915547296602
38,4.749255895614624,38,8.817768573760986,0.11944983579727018,0.33671518828651686,1714508831.0260546,0.6219463570204715,0.5024965212232013
39,4.810664415359497,39,8.879296064376831,0.10035480784433791,0.30595923923031804,1714508831.087582,0.6055310700772902,0.5051762622329523
40,4.871539831161499,40,8.93993067741394,0.08384702855908026,0.2755078086930109,1714508831.1482167,0.5892020263379626,0.5053549977788824
42,4.98216700553894,41,9.050770044326782,0.0538207121086591,0.17604665450776621,1714508831.259056,0.5523645356246852,0.4985438235160261
46,5.209078311920166,42,9.278056144714355,0.050532903655956335,0.21174614816777224,1714508831.4863422,0.473412009137934,0.42287910548197766
50,5.4351160526275635,43,9.503815174102783,0.055906190937645414,0.22569696011428525,1714508831.7121012,0.4669347373085222,0.41102854637087677
55,5.722527027130127,44,9.791138410568237,0.036851915461125435,0.14321971383130513,1714508831.9994245,0.41316611728449465,0.3763142018233692
61,6.056648254394531,45,10.125361919403076,0.031196575648759373,0.1238669293450276,1714508832.333648,0.3636596034895401,0.3324630278407807
67,6.390446424484253,46,10.459154605865479,0.02594568947125388,0.11034842895455739,1714508832.6674407,0.34197125835327424,0.3160255688820204
73,6.735363006591797,47,10.804566860198975,0.025962423098322973,0.10860786210441004,1714508833.012853,0.319437025652992,0.293474602554669
81,7.173507213592529,48,11.242189645767212,0.025013888612006017,0.10872527020746109,1714508833.4504757,0.2876696308837942,0.2626557422717882
89,7.607825994491577,49,11.676393032073975,0.02207851767437625,0.10297907210864331,1714508833.884679,0.24262561362003157,0.22054709594565533
98,8.092207431793213,50,12.160807132720947,0.022981841976542766,0.10381690421531602,1714508834.3690932,0.20846843791671174,0.18548659594016897
107,8.580185890197754,51,12.648779392242432,0.02202468521321174,0.10063597138966872,1714508834.8570654,0.17118225876262447,0.14915757354941273
118,9.17838168144226,52,13.246999979019165,0.021693389578190746,0.10237295759462234,1714508835.455286,0.13912821026843838,0.11743482069024763
130,9.833750486373901,53,13.9024498462677,0.02064777910039993,0.10085872643719586,1714508836.110736,0.11684608367711068,0.09619830457671075
143,10.56078577041626,54,14.629489421844482,0.020365866161868047,0.10045747819391705,1714508836.8377755,0.10184749432807204,0.081481628166204
157,11.328320026397705,55,15.397463083267212,0.019399401674754985,0.09880358534296016,1714508837.6057491,0.09288065617411957,0.07348125449936459
172,12.160948276519775,56,16.229713678359985,0.018291626391415173,0.09665312526031103,1714508838.4379997,0.08161974364659164,0.06332811725517647
190,13.164148807525635,57,17.23323965072632,0.01677448297774615,0.09327630796996968,1714508839.4415257,0.07034076126605544,0.053566278288309295
208,14.15956711769104,58,18.228304862976074,0.015432069269568027,0.08956767681715039,1714508840.436591,0.06257776939840239,0.04714570012883436
229,15.31099009513855,59,19.3796603679657,0.013353900151199588,0.0845758474537436,1714508841.5879464,0.05124612830594274,0.03789222815474315
252,16.571049213409424,60,20.639596223831177,0.011691734669429188,0.07876885167957222,1714508842.8478823,0.04387725170008442,0.03218551703065523
277,18.030179262161255,61,22.099388599395752,0.009381807977609935,0.0708574989233062,1714508844.3076746,0.03509093453613652,0.02570912655852659
305,19.860297441482544,62,23.929548025131226,0.0072876262305768096,0.06282985887452083,1714508846.137834,0.028290767789458104,0.021003141558881295
335,21.525219202041626,63,25.59387993812561,0.005621267085579571,0.054344268057001446,1714508847.802166,0.022662355805151167,0.017041088719571596
369,23.724026203155518,64,27.79263472557068,0.004025304495528247,0.04566114740798556,1714508850.0009208,0.01779067444792118,0.013765369952392931
406,25.918177366256714,65,29.988791942596436,0.002628300220074496,0.03609919481106617,1714508852.197078,0.013596674041949385,0.01096837382187489
446,28.612783193588257,66,32.6819806098938,0.0017339408585091507,0.029567886157492573,1714508854.8902667,0.010805466728180583,0.009071525869671433
491,31.399872303009033,67,35.46920561790466,0.0010121065068660125,0.022448684588763073,1714508857.6774917,0.00818679161842542,0.007174685111559408
540,34.56102681159973,68,38.63020634651184,0.0006777086481206684,0.018568913471945232,1714508860.8384924,0.00672373240158421,0.006046023753463542
594,38.05607342720032,69,42.125312089920044,0.00044949684421831425,0.01601076923498097,1714508864.3335981,0.005476274475528143,0.005026777631309829
653,42.54056763648987,70,46.60980272293091,0.00026346139164265303,0.0127020929134138,1714508868.8180888,0.00420688523648579,0.003943423844843137
718,47.10818290710449,71,51.177417278289795,0.0001609781512421862,0.010990961323730957,1714508873.3857033,0.0033360872603822775,0.0031751091091400912
790,52.277687072753906,72,56.35755443572998,8.091283038881575e-05,0.007659129842149375,1714508878.5658405,0.0024982002585056742,0.0024172874281168585
869,57.1523175239563,73,61.221251010894775,4.8418807390467874e-05,0.0066621515692686486,1714508883.429537,0.0019337481513033376,0.0018853293439128698
956,61.963977336883545,74,66.03330898284912,4.5425968076250246e-05,0.006662811782488403,1714508888.241595,0.0016107088658509309,0.0015652828977746806
1052,67.50590634346008,75,71.57541561126709,4.51841560079999e-05,0.005390230772015243,1714508893.7837017,0.0013626930031478248,0.0013175088471398249
1157,73.65868401527405,76,77.73124241828918,4.626637267684611e-05,0.006003841688716527,1714508899.9395285,0.0011351322483792372,0.001088865875702391
1272,80.18772792816162,77,84.25719547271729,4.518287147341794e-05,0.00483430058785463,1714508906.4654815,0.0009110456012826428,0.0008658627298092249
1400,87.36561441421509,78,91.43521809577942,4.177560484678637e-05,0.00520710081440351,1714508913.6435041,0.0007281730511407609,0.0006863974462939746
1539,95.87451767921448,79,99.94393944740295,3.9284053284378536e-05,0.005318476186913277,1714508922.1522255,0.0005786611335223183,0.0005393770802379397
1693,104.40361213684082,80,108.47633528709412,3.800469355336947e-05,0.004684826351235816,1714508930.6846213,0.00048059598747649397,0.0004425912939231245
1863,114.01610612869263,81,118.08534407615662,3.676258252145383e-05,0.004525729971083236,1714508940.2936301,0.0004132989791952492,0.00037653639667379533
2049,122.94967222213745,82,127.01808309555054,3.607752876444906e-05,0.004581466619014109,1714508949.2263691,0.00037069648570741814,0.00033461895694296905
2254,135.50745511054993,83,139.57658076286316,3.526482171465604e-05,0.004353390861488236,1714508961.7848668,0.00033811376591082664,0.0003028489441961706
2479,150.59783577919006,84,154.66713619232178,3.46129129856849e-05,0.0043964137626260865,1714508976.8754222,0.0003132152140002473,0.0002786023010145624
2727,165.5295159816742,85,169.5988848209381,3.413651036146324e-05,0.004358075776964941,1714508991.8071709,0.0002964099527777316,0.0002622734424162683
3000,182.14997005462646,86,186.22174429893494,3.3662748093912064e-05,0.004199533348147875,1714509008.4300303,0.00028050520582689943,0.00024684245773298736
3299,200.5285062789917,87,204.5976321697235,3.3065643796134326e-05,0.004318632661152048,1714509026.8059182,0.0002661908635600222,0.00023312521976388788
3629,222.04602074623108,88,226.11491417884827,3.251395673752659e-05,0.004163174233129897,1714509048.3232002,0.0002534703755027315,0.0002209564187652049
3992,241.82381772994995,89,245.89398336410522,3.196605027373622e-05,0.004195877210963247,1714509068.1022694,0.00024254482986922046,0.00021057877959548423
4391,266.96690917015076,90,271.03859186172485,3.139937370086858e-05,0.004131156495743673,1714509093.246878,0.00023206230109702752,0.00020066292739615894
4831,292.5796871185303,91,296.64901304244995,3.09108673922268e-05,0.004045946411233465,1714509118.857299,0.0002246709342485694,0.0001937600668563426
5314,321.1747751235962,92,325.2441260814667,3.0217948371569517e-05,0.0040290422540781475,1714509147.4524121,0.00021464304932628382,0.0001844251009547143
5845,353.70638251304626,93,357.77577567100525,2.9687045101756164e-05,0.004004911406923512,1714509179.9840617,0.0002077161432391832,0.00017802909813742704
6429,391.8178005218506,94,395.8882694244385,2.910503218672798e-05,0.0039638503953530685,1714509218.0965555,0.00020094788668880418,0.0001718428545020762
7072,431.62696957588196,95,435.7069501876831,2.8571439301813664e-05,0.003921067837205994,1714509257.9152362,0.0001950566774228628,0.00016648523812104913
7779,476.1428244113922,96,480.21208786964417,2.7954120318528114e-05,0.0038855436575014803,1714509302.420374,0.00018878561157179127,0.00016083149125326317
8557,525.7021434307098,97,529.7718017101288,2.7281507656804918e-05,0.0038597511693292063,1714509351.9800878,0.00018266167538720016,0.00015538016773039524
9413,578.9412162303925,98,583.0109767913818,2.664376858869707e-05,0.003761771612139419,1714509405.2192628,0.00017703046898355672,0.00015038670039485964
10354,640.9755799770355,99,645.0447111129761,2.5941509484773927e-05,0.003730714245730372,1714509467.2529972,0.00017140011583863533,0.0001454586063538614
11389,697.0675709247589,100,701.1382493972778,2.523156584096432e-05,0.0036984995345126117,1714509523.3465354,0.00016612883359150407,0.00014089726775053975
12528,764.1353843212128,101,768.2044456005096,2.462906047396885e-05,0.003619209783994655,1714509590.4127316,0.00016185219382626378,0.00013722313335229493
13781,838.2065582275391,102,842.2758095264435,2.3987890605853787e-05,0.0035862637940367024,1714509664.4840956,0.00015756712331126076,0.00013357923270540696
15159,921.0543775558472,103,925.124151468277,2.332952949804741e-05,0.0035269745875372463,1714509747.3324375,0.00015334774625575713,0.00013001821675770974
16409,1000.0192668437958,104,1004.0909321308136,2.2746554137322907e-05,0.0034717289690000507,1714509826.2992182,0.00014973493366784093,0.00012698837953051801
