_timestamp,loss_boundary,_step,l2_error,time,_runtime,loss_interior,loss,step
1713987646.1009386,1.492330158055808,0,1.5301968256585026,1.709947109222412,5.805922508239746,120.66585864667057,122.15818880472638,0
1713987646.3953922,1.3850691024982398,1,1.3649616144586656,2.20438814163208,6.100376129150391,120.19079120122319,121.57586030372143,1
1713987646.688176,1.075160994788234,2,1.1985927532295113,2.497499465942383,6.393159866333008,112.11375295738158,113.18891395216981,2
1713987646.984215,0.8288637740039986,3,0.9583066831581586,2.793501377105713,6.689198970794678,95.86818782181153,96.69705159581552,3
1713987647.2786462,0.5572080520496454,4,0.9080472366931635,3.0876777172088623,6.983630180358887,78.62632659339907,79.18353464544872,4
1713987647.5709639,0.5046968028367987,5,0.847511999003609,3.3785948753356934,7.27594780921936,70.8806165890693,71.38531339190611,5
1713987647.8679411,0.43097617719943104,6,0.7325166041779543,3.6772689819335938,7.572925090789795,64.90673469935612,65.33771087655555,6
1713987648.1606274,0.3394366599943821,7,0.6817672650090214,3.9699740409851074,7.86561131477356,59.162968663866096,59.50240532386048,7
1713987648.4433064,0.29029545202345797,8,0.6388306832950847,4.252342700958252,8.148290395736694,55.19280391334231,55.48309936536577,8
1713987648.7346961,0.2649168035156672,9,0.5994091491846479,4.544069051742554,8.439680099487305,52.94735252942909,53.21226933294476,9
1713987649.0258772,0.23632636972183857,10,0.5563738604616552,4.834972620010376,8.730861186981201,50.634021041162526,50.870347410884364,10
1713987649.321868,0.21013871883707128,11,0.5346292919781621,5.131024360656738,9.026851892471313,48.26610311214761,48.476241830984684,11
1713987649.6069674,0.19720930367621953,12,0.462445310348675,5.416186571121216,9.311951398849487,47.091911361438896,47.289120665115114,12
1713987649.8964446,0.15565408859273158,13,0.4439335409123314,5.705329895019531,9.601428508758545,42.32762267484355,42.48327676343629,13
1713987650.1893003,0.1490397362285525,14,0.435003730730346,5.9984235763549805,9.89428424835205,41.45965127516394,41.608691011392494,14
1713987650.774093,0.13809775077649994,15,0.3915147341994231,6.583419561386108,10.479076862335205,37.3796170418531,37.517714792629604,16
1713987651.0631797,0.126195840791804,16,0.38637398691069136,6.872488737106323,10.768163681030273,36.6297004733743,36.7558963141661,17
1713987651.3593786,0.12315578809212498,17,0.38284843613757746,7.168432712554932,11.064362525939941,36.014723355353944,36.13787914344607,18
1713987651.9446263,0.11931564217043943,18,0.3736162745672622,7.7535998821258545,11.6496102809906,35.48780265618561,35.60711829835605,20
1713987652.2350378,0.11812526172102887,19,0.3685678893411481,8.044245481491089,11.940021753311157,35.231780699673834,35.34990596139486,21
1713987652.8168256,0.11415882945239318,20,0.35963228859617435,8.625891208648682,12.521809577941895,34.43182354418174,34.54598237363413,23
1713987653.1136763,0.11168379277525359,21,0.3515499106380334,8.922974109649658,12.818660259246826,33.74654802220018,33.85823181497543,24
1713987653.6950579,0.10523832270685529,22,0.344093430026076,9.504403591156006,13.400041818618774,32.117236808164954,32.22247513087181,26
1713987654.2712507,0.10376531681560099,23,0.33978677281248754,10.080379724502563,13.976234674453735,31.052410962046412,31.156176278862013,28
1713987655.147767,0.10467133051047645,24,0.33461636883737117,10.95702862739563,14.852751016616821,30.723588351010978,30.828259681521455,31
1713987655.7187178,0.10517439776431026,25,0.3334764405763689,11.527880191802979,15.423701763153076,30.506527013401335,30.611701411165647,33
1713987656.281891,0.1042842344695485,26,0.33269916819069295,12.0909743309021,15.986875057220459,30.29838735155636,30.40267158602591,35
1713987657.1209679,0.10330325937240607,27,0.337806854907316,12.930114507675171,16.82595181465149,29.98447213728723,30.087775396659637,38
1713987657.968337,0.1051675232344419,28,0.3320274226973475,13.777605295181274,17.67332100868225,29.67907498222993,29.784242505464373,41
1713987658.8115902,0.10306059289787207,29,0.33508097673860104,14.62068772315979,18.516574144363403,29.35513993601205,29.458200528909924,44
1713987659.9433677,0.10317466698232369,30,0.3355536951336009,15.75263786315918,19.648351669311523,28.955649389342643,29.058824056324966,48
1713987660.7991219,0.10447724593533828,31,0.3321966547742551,16.60840153694153,20.504105806350708,28.658399328093925,28.762876574029264,51
1713987661.9362304,0.10487759380048399,32,0.3331166140268807,17.745527029037476,21.64121437072754,28.270054014344588,28.374931608145072,55
1713987663.0302942,0.10538768034490367,33,0.33450553656778254,18.839467525482178,22.735278129577637,27.891527072180633,27.996914752525537,59
1713987664.4056153,0.10540915163847095,34,0.3424099751266121,20.214556217193604,24.110599279403687,27.399602761612684,27.505011913251156,64
1713987665.7871134,0.10786349026179927,35,0.3402962219831947,21.596036434173584,25.4920973777771,26.813847735154877,26.921711225416676,69
1713987667.171154,0.10882513298010674,36,0.35569953096032897,22.980300426483154,26.87613797187805,26.301959368156265,26.410784501136373,74
1713987668.8072236,0.11147566875311674,37,0.3609555527221668,24.616305351257324,28.512207508087158,25.64565005155239,25.757125720305506,80
1713987670.5038924,0.11428969646124935,38,0.36115343523194515,26.31249713897705,30.208876371383667,25.005839990318883,25.120129686780132,86
1713987672.4627867,0.12105390306794986,39,0.36597691987185527,28.272156715393066,32.16777062416077,24.333294718112665,24.454348621180614,93
1713987674.3891463,0.12178619917642883,40,0.3835277501724171,30.19847273826599,34.09413027763367,23.780470228573783,23.902256427750213,100
1713987676.3272023,0.12892582024765148,41,0.3831739514589896,32.13656687736511,36.03218626976013,23.143522084462465,23.272447904710116,107
1713987678.5560727,0.13295970538746046,42,0.39397567384345555,34.364620208740234,38.261056661605835,22.4736695692738,22.60662927466126,115
1713987681.045741,0.13737658189999088,43,0.41287279078976075,36.8549325466156,40.75072503089905,21.71212617964118,21.84950276154117,124
1713987683.8638802,0.1447362894759476,44,0.4332853518109353,39.67304968833923,43.56886410713196,20.90576627643512,21.050502565911067,134
1713987686.6495655,0.15302295077582703,45,0.44384408656167884,42.45845866203308,46.354549407958984,20.052780408330538,20.205803359106365,144
1713987689.645743,0.16274633741817285,46,0.45610400239226023,45.45502781867981,49.35072684288025,19.217797615491737,19.38054395290991,155
1713987692.6019545,0.1775316829256793,47,0.4879748804805128,48.411386013031006,52.3069384098053,17.895143458776058,18.072675141701737,166
1713987696.260381,0.19123779389614695,48,0.5059393158467279,52.06976103782654,55.965364933013916,16.908184426129672,17.09942222002582,179
1713987700.0736735,0.20690451829548387,49,0.5454968508882825,55.88287615776062,59.77865743637085,15.70895010370546,15.915854622000944,193
1713987703.9526796,0.23875689612643056,50,0.5795761303524839,59.76209855079651,63.65766358375549,14.293632143295525,14.532389039421956,207
1713987708.390649,0.2645880020103626,51,0.6166034711782596,64.20003652572632,68.09563302993774,12.802443488027935,13.067031490038298,223
1713987713.0441403,0.2938038940378736,52,0.6616225334456594,68.8535361289978,72.74912428855896,11.069427308145086,11.36323120218296,240
1713987718.0147018,0.3365650867300225,53,0.7089004117551447,73.82396507263184,77.71968579292297,8.338146445198634,8.674711531928656,258
1713987723.5027962,0.37228036325152997,54,0.7794781477761314,79.31207323074341,83.20778012275696,5.598813096011456,5.9710934592629865,278
1713987729.3488061,0.39666697267457246,55,0.7759646239839992,85.15810775756836,89.05379009246826,3.9379360040787312,4.334602976753303,299
1713987735.7263381,0.4269477067410926,56,0.8121389210401985,91.5355978012085,95.43132209777832,1.8751715574380732,2.302119264179166,322
1713987742.3418014,0.39269645730812797,57,0.7808762753172676,98.15107655525208,102.04678535461426,1.4216812935511733,1.8143777508593013,346
1713987749.7412722,0.3170590008048234,58,0.6985654386570871,105.55044746398926,109.44625616073608,0.9396269687170118,1.2566859695218353,373
1713987757.4227128,0.26319030785092945,59,0.6408023382484962,113.23194146156311,117.12769675254822,0.715561088535758,0.9787513963866874,401
1713987765.9008548,0.2003231752260429,60,0.5572103718811836,121.70999693870544,125.60583877563477,0.5419853046619384,0.7423084798879813,431
1713987775.0885074,0.1559103502548801,61,0.41981298789447247,130.89751815795898,134.7934913635254,0.44071978570153547,0.5966301359564156,464
1713987784.666976,0.10669573593260322,62,0.3980145592291855,140.4759442806244,144.37195992469788,0.3357471818289137,0.44244291776151695,499
1713987795.1689694,0.060647887355545604,63,0.2884484694372399,150.97788190841675,154.87395334243774,0.23688564260451175,0.29753352996005733,537
1713987806.3354626,0.04947742420771419,64,0.25580314255601017,162.14473915100098,166.04044651985168,0.1808509358270638,0.230328360034778,578
1713987818.6257298,0.034814986057840475,65,0.20522025920628845,174.43473553657532,178.33071374893188,0.13280509970665477,0.16762008576449525,622
1713987831.5830193,0.029903539606732164,66,0.1869874697589242,187.39229941368103,191.28800320625305,0.11303329168318284,0.142936831289915,669
1713987845.7291749,0.026674614988149912,67,0.17357047928116207,201.53810000419617,205.43415880203247,0.09755126469245114,0.12422587968060105,720
1713987860.4665434,0.02369053397734654,68,0.16111348644932816,216.2759301662445,220.17152738571167,0.08058945775656122,0.10427999173390776,774
1713987876.7947736,0.022173288700333863,69,0.15467838074166987,232.60406637191772,236.49975752830505,0.07058922752222085,0.09276251622255471,833
1713987894.0527115,0.020792378527239242,70,0.14918984218844028,249.86160826683044,253.75769543647766,0.06161387189648595,0.0824062504237252,896
1713987912.8862252,0.0198972072835974,71,0.14563755205726567,268.6954562664032,272.5912091732025,0.055781562809395856,0.07567877009299326,964
1713987933.2084963,0.019348118160123457,72,0.14352678814069061,289.01771306991577,292.91348028182983,0.052468191145127865,0.07181630930525132,1038
1713987954.4889686,0.01856282638053525,73,0.14051610097823664,310.298376083374,314.1939525604248,0.047837642597938546,0.06640046897847379,1116
1713987978.0777905,0.017704542309437184,74,0.1372818130439265,333.886864900589,337.7827744483948,0.043283431373507555,0.06098797368294474,1201
1713988003.0475368,0.016983694615795686,75,0.1345670338563867,358.856910943985,362.75252079963684,0.0397138048641491,0.056697499479944784,1292
1713988030.0287306,0.01628649266498792,76,0.13193070447285585,385.8380742073059,389.7337145805359,0.03660965742875592,0.05289615009374384,1390
1713988059.1306124,0.015550227200405971,77,0.1291016797483824,414.939551115036,418.8355963230133,0.03360779425076014,0.04915802145116611,1496
1713988090.0835636,0.014783263281914752,78,0.12601931839061634,445.8927700519562,449.78854751586914,0.0308728689249194,0.04565613220683415,1609
1713988124.0840454,0.014102812263641813,79,0.12325776387341102,479.8929738998413,483.7890293598175,0.028480610302417553,0.04258342256605936,1731
1713988160.7487614,0.013398458623079534,80,0.1203715531451937,516.5576555728912,520.4537453651428,0.026360585939892198,0.03975904456297173,1863
1713988199.4730155,0.012690035452697182,81,0.11732918886747101,555.2775478363037,559.17799949646,0.02430801351798191,0.03699804897067909,2004
1713988241.2142382,0.012001345043346089,82,0.11433313851246364,597.0233747959137,600.9192221164703,0.022506050375893958,0.03450739541924005,2156
1713988286.5841484,0.01130301348114001,83,0.11115155033117803,642.3931078910828,646.2891323566437,0.02085500379538017,0.03215801727652018,2319
1713988335.0808356,0.01072069598918813,84,0.10842769434029559,690.8899793624878,694.7858195304871,0.01946746851821617,0.0301881645074043,2495
1713988387.2718542,0.010061585013313133,85,0.10524839562838251,743.0808017253876,746.9768381118774,0.01803258174287973,0.028094166756192862,2685
1713988443.1870816,0.009462895929045319,86,0.10225608605431198,798.9962804317474,802.8920655250549,0.01678352295882311,0.02624641888786843,2888
1713988503.5861146,0.008842408211274539,87,0.09905750946967673,859.3952810764313,863.2910985946655,0.015559407775298352,0.024401815986572893,3107
1713988568.316806,0.00826191715774607,88,0.09596704030005844,924.1257598400116,928.0217900276184,0.014414598563666137,0.02267651572141221,3343
1713988638.1373632,0.007637753483984631,89,0.09250342851708966,993.9463791847229,997.8423471450806,0.013279336060999942,0.02091708954498457,3597
1713988713.2015083,0.00707856088643315,90,0.08926675747654367,1069.01070022583,1072.9064922332764,0.01223673566513497,0.01931529655156812,3870
1713988794.038525,0.006557222870189372,91,0.08613592538103186,1149.8473744392395,1153.743509054184,0.01132606399815967,0.017883286868349044,4163
1713988881.4275076,0.006063513606539472,92,0.08303293810597207,1237.2365283966064,1241.1324915885925,0.010491209108445497,0.016554722714984968,4479
1713988975.3863604,0.005580520649361185,93,0.07983006688741233,1331.195328950882,1335.0913443565369,0.00970103406213149,0.015281554711492675,4819
1713989075.4723833,0.005142967018246075,94,0.07676794919533586,1431.2815465927124,1435.1773672103882,0.009008623572033405,0.01415159059027948,5184
1713989183.7327025,0.004695424247824805,95,0.07360442617209935,1539.5417041778564,1543.4376864433289,0.008323048921320578,0.013018473169145384,5577
1713989299.7053962,0.004269666603515331,96,0.0703516851768441,1655.5143899917603,1659.4103801250458,0.007689662188953797,0.011959328792469127,6000
1713989424.6615453,0.00384408391979446,97,0.06691221789400285,1780.470632314682,1784.366529226303,0.007072753302193534,0.010916837221987994,6456
1713989558.9521017,0.003447960429405554,98,0.06351147618008282,1914.7611906528473,1918.6570856571198,0.006507252056267506,0.00995521248567306,6945
1713989703.7513096,0.003098636978782516,99,0.060325448790809914,2059.5603778362274,2063.4562935829163,0.006010785167559029,0.009109422146341545,7472
1713989859.2501535,0.002781307489593317,100,0.05727174616282978,2215.0590665340424,2218.955137491226,0.005556621905164038,0.008337929394757354,8039
1713990027.1452441,0.002539027971659915,101,0.054810262835444684,2382.9541940689087,2386.8502280712128,0.005205723780829684,0.007744751752489599,8649
1713990207.192702,0.0022933900448259977,102,0.052190853099371826,2563.0016849040985,2566.8976860046387,0.004841941037678591,0.007135331082504588,9305
1713990401.588215,0.002070342983847982,103,0.04966721954177645,2757.397163629532,2761.2931990623474,0.004505737010225093,0.006576079994073074,10010
1713990610.6212444,0.0018575471828179322,104,0.04714019139196433,2966.430356025696,2970.3262283802032,0.004171725021874417,0.006029272204692349,10770
1713990834.9962611,0.0016766765650865145,105,0.044852884788060106,3190.805431365967,3194.701245069504,0.003879360621868828,0.0055560371869553425,11586
1713991075.9659069,0.0014851972355740166,106,0.0422790667827752,3431.7749378681183,3435.6708908081055,0.003556561105853271,0.005041758341427288,12465
1713991335.431571,0.0012880407087056075,107,0.039417911887262104,3691.240592479706,3695.136554956436,0.0032065274509282095,0.0044945681596338175,13411
1713991615.3622239,0.0011231477617931582,108,0.03682327187816062,3971.171243906021,3975.067207813263,0.0029010434863335744,0.004024191248126733,14428
1713991917.1983037,0.0009637172591533303,109,0.03410804387769014,4273.006412267685,4276.903287649155,0.00260220217020933,0.0035659194293626607,15522
1713992256.1990132,0.0008292169410479844,110,0.03162973305094436,4612.008141994476,4615.903997182846,0.0023521866726897217,0.003181403613737706,16699
1713992620.5268118,0.0007112061201886248,111,0.029241010342744764,4976.335764408112,4980.231795787811,0.0021328502064024892,0.002844056326591114,17966
1713993013.847701,0.0006097021599997837,112,0.027035127533773677,5369.656817674637,5373.552685022354,0.001940526820004057,0.0025502289800038405,19329
1713993436.6596346,0.0005255251298365785,113,0.02507483119997892,5792.46861577034,5796.36461853981,0.0017749436324518586,0.002300468762288437,20795
1713993892.8354316,0.0004576544779616019,114,0.02333212450268632,6248.643602371216,6252.540415525436,0.0016350426503825618,0.0020926971283441636,22372
1713994381.2627022,0.00040396653417065244,115,0.021876674585708737,6737.071833372116,6740.9676861763,0.0015185947387088223,0.0019225612728794748,24069
