_runtime,_timestamp,loss_interior,loss,_step,l2_error,step,time,loss_boundary
5.677305221557617,1714602624.0283442,0.01668509951821564,0.13634610037162198,0,0.25952479692303954,0,1.3861603736877441,0.11966100085340635
5.897994756698608,1714602624.2490337,0.001218722638416281,0.0743246116944535,1,0.2206435300408637,1,1.9511914253234863,0.07310588905603721
6.087931871414185,1714602624.4389708,0.0023011151781368263,0.07058745656607873,2,0.1931729810212815,2,2.141101360321045,0.0682863413879419
6.270539045333862,1714602624.621578,0.003362820565623488,0.06893174382202757,3,0.22172035136793705,3,2.3237314224243164,0.06556892325640408
6.497229814529419,1714602624.8482687,0.0017043575674956018,0.06686162171036912,4,0.20003748186339024,4,2.5503766536712646,0.06515726414287352
6.72738790512085,1714602625.0784268,0.0025296679741272123,0.06530587954991475,5,0.23437191684175243,5,2.7805428504943848,0.06277621157578754
6.925707578659058,1714602625.2767465,0.002587517642040542,0.06154239047939725,6,0.1893626909683299,6,2.977524757385254,0.05895487283735671
7.119760274887085,1714602625.4707992,0.00340600456136759,0.05771512231664564,7,0.13028650414412923,7,3.172938346862793,0.05430911775527805
7.361457109451294,1714602625.712496,0.010250578483551693,0.04886808161773957,8,0.16947691335955245,8,3.414644241333008,0.038617503134187874
7.583691596984863,1714602625.9347305,0.005747243522347408,0.0443440709985355,9,0.13812550970170834,9,3.6368408203125,0.03859682747618809
7.779906749725342,1714602626.1309457,0.005444328505487723,0.04212281350854255,10,0.16184241401135627,10,3.832991361618042,0.03667848500305483
7.963463068008423,1714602626.314502,0.0037205718031447345,0.04074570972636615,11,0.1428011978833565,11,4.016664266586304,0.037025137923221416
8.161953687667847,1714602626.5129926,0.0038390545724264757,0.03960730336062315,12,0.1725611051327955,12,4.215144872665405,0.03576824878819668
8.343255519866943,1714602626.6942945,0.0032702957384878025,0.03559501136683728,13,0.13326758342281528,13,4.396424055099487,0.032324715628349474
8.543285131454468,1714602626.894324,0.0031819384418923197,0.032960427306249866,14,0.1199171499158861,14,4.596446514129639,0.02977848886435755
8.776012659072876,1714602627.1270516,0.00271590698096936,0.030598580732908998,15,0.13866448276747614,15,4.829174518585205,0.02788267375193964
9.00200629234314,1714602627.3530452,0.002006597208229331,0.029659274511892004,16,0.1159408701804277,16,5.0551769733428955,0.027652677303662672
9.186793088912964,1714602627.537832,0.0024036361901198676,0.029015120201045713,17,0.12612178409421976,17,5.239964008331299,0.026611484010925845
9.378673076629639,1714602627.729712,0.00213219109843757,0.02856063513123802,18,0.11352722380666977,18,5.431877374649048,0.026428444032800452
9.608497858047485,1714602627.9595368,0.0023803934875733872,0.028021044252298455,19,0.12225562148050785,19,5.661693334579468,0.02564065076472507
9.83803939819336,1714602628.1890783,0.002151760290211864,0.027629460383386244,20,0.10766892082929594,20,5.891246318817139,0.02547770009317438
10.046932935714722,1714602628.3979719,0.002429063048914971,0.02687866863851789,21,0.11918355358333133,21,6.100101947784424,0.024449605589602918
10.26974368095398,1714602628.6207826,0.0021149086257370446,0.02638521484447874,22,0.10589450888010318,22,6.322920322418213,0.024270306218741697
10.45287823677063,1714602628.8039172,0.002323530474809899,0.02577577962433161,23,0.11543086774990811,23,6.506046772003174,0.02345224914952171
10.682790040969849,1714602629.033829,0.0020776800919501924,0.02535907201477549,24,0.09560047950611275,24,6.735922574996948,0.023281391922825297
10.923625469207764,1714602629.2746644,0.002514117104333724,0.02412618849270143,25,0.10983594040799798,25,6.972430467605591,0.021612071388367706
11.14806056022644,1714602629.4990995,0.0018970805309350591,0.022600680152993817,26,0.10061619311355954,26,7.201242923736572,0.02070359962205876
11.329492092132568,1714602629.680531,0.0019627214455258343,0.02222205067385036,27,0.10643836319578306,27,7.382718086242676,0.020259329228324525
11.551062107086182,1714602629.902101,0.0018502873895554466,0.021993521913673254,28,0.09506743790103236,28,7.603778839111328,0.020143234524117808
11.73396611213684,1714602630.085005,0.0023760585759556234,0.015934072423416514,29,0.10158460937857437,29,7.787165641784668,0.013558013847460892
11.913294792175293,1714602630.2643337,0.001895209446751765,0.01475461767580229,30,0.09434398746113357,30,7.966518402099609,0.012859408229050524
12.140787839889526,1714602630.4918268,0.001416981699622372,0.014190221531181763,31,0.09609261364089529,31,8.19397234916687,0.012773239831559391
12.373464584350586,1714602630.7245035,0.0013978812080137357,0.013979069510414874,32,0.09543265435192394,32,8.42660665512085,0.012581188302401139
12.583627223968506,1714602630.9346662,0.0012443407681581354,0.013672207229896323,33,0.09261909460192143,33,8.636800050735474,0.012427866461738187
12.81961727142334,1714602631.1706562,0.0011041506213328915,0.013462630364662956,34,0.09633942692203995,34,8.872719287872314,0.012358479743330065
13.031546831130981,1714602631.3825858,0.0011654443759426707,0.013374785486679853,35,0.0914518391875145,35,9.084628343582153,0.012209341110737182
13.215920686721802,1714602631.5669596,0.001032365251110589,0.013292039005764509,36,0.093909819737361,36,9.269028663635254,0.01225967375465392
13.441740036010742,1714602631.792779,0.0010794545641975063,0.013227263465107946,37,0.09038857992105295,37,9.494942426681519,0.01214780890091044
13.670005083084106,1714602632.021044,0.0009769242166359942,0.01316128529419147,38,0.0934297914497435,38,9.72313642501831,0.012184361077555475
13.869008779525757,1714602632.2200477,0.001038564811485101,0.013090543520993331,39,0.08983008872453196,39,9.922185182571411,0.01205197870950823
14.04877758026123,1714602632.3998165,0.0009412508135262117,0.013035240948647242,40,0.0926997239352698,40,10.101970672607422,0.012093990135121031
14.47006368637085,1714602632.8211026,0.0009202891091917855,0.012908870412006179,41,0.0918485013089846,42,10.523257493972778,0.011988581302814393
15.349227905273438,1714602633.7002668,0.0008704518726236094,0.012642366681719766,42,0.09204945246147038,46,11.402345418930054,0.011771914809096156
16.18597722053528,1714602634.5370162,0.0008230699332997228,0.012318993680672912,43,0.09069269924085484,50,12.239086389541626,0.01149592374737319
17.246239185333252,1714602635.597278,0.0007869571955270538,0.011476273134520447,44,0.0849903196777793,55,13.299416780471802,0.010689315938993393
18.486427545547485,1714602636.8374665,0.0006481085619118686,0.010210397593528077,45,0.07864856615478945,61,14.539596796035767,0.009562289031616208
19.70703673362732,1714602638.0580757,0.0007214415237447135,0.00994848040491035,46,0.07758588954332726,67,15.760165214538574,0.009227038881165635
20.957478523254395,1714602639.3085175,0.0007160001508578609,0.00979606781048982,47,0.07635274983065729,73,17.01061201095581,0.009080067659631959
22.45010495185852,1714602640.801144,0.0007163892345860281,0.00958680152827569,48,0.07551864436188949,81,18.50317406654358,0.008870412293689662
24.189953327178955,1714602642.5409923,0.0007163842189465826,0.009380932965161131,49,0.07466974037632464,89,20.242844820022583,0.00866454874621455
26.042160749435425,1714602644.3931997,0.0006936267185003402,0.009115451258574388,50,0.07607113205842675,98,22.09536838531494,0.008421824540074048
27.855522394180298,1714602646.2065613,0.0007243887829328717,0.008739663082633374,51,0.07138964833849411,107,23.908589124679565,0.008015274299700502
29.99891972541809,1714602648.3499587,0.000698656279716659,0.00836694352967976,52,0.07274792522476968,118,26.0520920753479,0.007668287249963102
32.43706560134888,1714602650.7881045,0.000697272157300793,0.007885320161892924,53,0.06986422487952859,130,28.490209579467773,0.007188048004592131
35.22026515007019,1714602653.571304,0.0007458481138417248,0.007275048850397615,54,0.0644502620990841,143,31.273443460464478,0.006529200736555891
37.93763327598572,1714602656.2886722,0.0009642230625951462,0.0061281465611076995,55,0.05628359642981072,157,33.990750789642334,0.005163923498512553
40.91664910316467,1714602659.267688,0.0005937212440132398,0.0046927200329214816,56,0.050032286332417256,172,36.96981406211853,0.004098998788908242
44.77106690406799,1714602663.1221058,0.0005623295320787233,0.0037530325497219523,57,0.04546158819542569,190,40.82416820526123,0.003190703017643229
48.55117630958557,1714602666.9022152,0.0005318662733285767,0.0030593332326815208,58,0.03784143652777275,208,44.604158878326416,0.0025274669593529442
52.87735176086426,1714602671.2283907,0.000452900326245102,0.0021735757865363934,59,0.03134254724737954,229,48.930415868759155,0.0017206754602912915
57.65895223617554,1714602676.0099912,0.00044232273451647573,0.0019427888658587337,60,0.02835505943207937,252,53.71204233169556,0.0015004661313422578
62.893518686294556,1714602681.2445576,0.0004269477385392224,0.00184746518272228,61,0.028278692307024348,277,58.94664812088013,0.0014205174441830576
68.65267419815063,1714602687.0037131,0.00041377790949680035,0.0017440421233970715,62,0.027109681833322914,305,64.70565629005432,0.0013302642139002712
74.72410368919373,1714602693.0751426,0.0004154968304305003,0.0016291092189672988,63,0.025441630337423346,335,70.77700471878052,0.0012136123885367986
81.70118594169617,1714602700.0522249,0.0004013087349553643,0.0015117422303544564,64,0.024316118894001634,369,77.75433087348938,0.001110433495399092
89.0228054523468,1714602707.3738444,0.00038261482324275617,0.0013997717628172791,65,0.024038336618817692,406,85.07584547996521,0.001017156939574523
97.12189412117004,1714602715.472933,0.0003664674274081371,0.0012718226295299524,66,0.022073737588941888,446,93.17498970031738,0.0009053552021218153
106.38756990432739,1714602724.7386088,0.0003588073996235403,0.0011496389764018547,67,0.020390693737148243,491,102.44040274620056,0.0007908315767783144
116.47474122047424,1714602734.8257802,0.000334617608808275,0.0010400501451644074,68,0.01977169045200543,540,112.52783751487732,0.0007054325363561324
127.7540295124054,1714602746.1050684,0.0003164712930663281,0.000936150896549763,69,0.018550739536433512,594,123.8070228099823,0.0006196796034834349
139.92831230163574,1714602758.2793512,0.00030073497660852103,0.0008413101404303863,70,0.017015216453976547,653,135.98141145706177,0.0005405751638218653
153.1061053276062,1714602771.4571443,0.0002768862441389833,0.000751803234341709,71,0.01613693515355068,718,149.1590175628662,0.00047491699020272573
167.47204852104187,1714602785.8230875,0.000257318041026999,0.0006706485771281101,72,0.015443130700143696,790,163.52513670921326,0.00041333053610111115
183.7686529159546,1714602802.1196918,0.00023910818209239295,0.0005975241896426162,73,0.014111781024249797,869,179.8216814994812,0.00035841600755022316
201.0696358680725,1714602819.4206748,0.00021682751066769756,0.0005304767137994233,74,0.013440420977786319,956,197.12260460853577,0.0003136492031317258
220.84592056274414,1714602839.1969595,0.0001988974972167849,0.0004692551039451395,75,0.012515679144742482,1052,216.89901614189148,0.0002703576067283546
242.3017966747284,1714602860.6528356,0.00018162209003253274,0.0004149939403185097,76,0.01163771109960306,1157,238.35473704338074,0.00023337185028597692
265.66332507133484,1714602884.014364,0.00016028604163548314,0.00036095171772877814,77,0.011210750499852266,1272,261.716379404068,0.000200665676093295
291.4692509174347,1714602909.8202899,0.0001397427100133651,0.0003119161025747772,78,0.010181833480214097,1400,287.52245259284973,0.00017217339256141214
318.90415239334106,1714602937.2551913,0.00012242060454317017,0.000270377568200275,79,0.009426041997665472,1539,314.95705795288086,0.00014795696365710483
349.89229822158813,1714602968.2433372,0.00010375487563143191,0.00022853078919560503,80,0.00868765047882263,1693,345.9454209804535,0.00012477591356417313
384.4527130126953,1714603002.803752,8.877853659847373e-05,0.00019486738301258353,81,0.008031259457095808,1863,380.5055785179138,0.0001060888464141098
422.2295801639557,1714603040.580619,7.335752650608497e-05,0.00015891301398388024,82,0.0072012954537631225,2049,418.2827022075653,8.555548747779526e-05
463.99186658859253,1714603082.3429055,6.0952026009393e-05,0.0001299514796117194,83,0.006502622649913017,2254,460.0447151660919,6.89994536023264e-05
510.0117139816284,1714603128.362753,5.305248881644449e-05,0.00010969895575915439,84,0.005837532014811477,2479,506.0645990371704,5.66464669427099e-05
560.7517094612122,1714603179.1027484,4.678623904501027e-05,9.375441144776983e-05,85,0.005238815986554459,2727,556.8047249317169,4.696817240275955e-05
615.3958189487457,1714603233.746858,4.18873219224209e-05,8.112921511315433e-05,86,0.004803794575988141,3000,611.4486744403839,3.9241893190733424e-05
676.8300034999847,1714603295.1810424,3.745339202609331e-05,6.954130342627676e-05,87,0.004236966348017305,3299,672.8828735351562,3.208791140018344e-05
744.4555284976959,1714603362.8065674,3.370960179452333e-05,6.0065218475778445e-05,88,0.003810493733665093,3629,740.508323431015,2.6355616681255117e-05
818.6847014427185,1714603437.0357404,3.04641846043601e-05,5.223727945875622e-05,89,0.0034587134919029277,3992,814.7374250888824,2.1773094854396124e-05
900.6540336608887,1714603519.0050726,2.7567221754758882e-05,4.560749682900939e-05,90,0.0030983706463707794,4391,896.7064046859741,1.8040275074250507e-05
991.8744332790375,1714603610.2254722,2.527065144861964e-05,4.076392238787672e-05,91,0.0028375472492126142,4831,987.9272456169128,1.5493270939257082e-05
1004.055680513382,1714603622.4067194,2.4999048364020182e-05,4.0203659709539e-05,92,0.0028199398333273993,4889,1000.108820438385,1.5204611345518817e-05
