loss_interior,loss,loss_boundary,step,_step,_runtime,l2_error,_timestamp,time
48.79311548923636,48.799294749915575,0.006179260679215324,0,0,5.452571153640747,0.7657918226777047,1714847206.876512,1.4629909992218018
27.11118155998817,27.35018994140734,0.2390083814191669,1,1,5.5692994594573975,0.30904596605671364,1714847206.9932404,1.8429255485534668
0.7290884294465342,0.7942022134378737,0.06511378399133944,2,2,5.6734092235565186,0.15348287129440225,1714847207.0973501,1.9473133087158203
0.06743579993663369,0.08850043984307937,0.021064639906445682,3,3,5.760441303253174,0.0985181747107856,1714847207.1843822,2.0343668460845947
0.008460993398921804,0.021169892481997094,0.01270889908307529,4,4,5.845649719238281,0.07004816112415255,1714847207.2695906,2.119790554046631
0.0024590827011775882,0.008923727043692714,0.006464644342515126,5,5,5.929441690444946,0.03945838904061737,1714847207.3533826,2.2035484313964844
0.0016056865580431864,0.0040672620440480945,0.0024615754860049083,6,6,6.02501106262207,0.037668306810582364,1714847207.448952,2.299182891845703
0.0006563885313620616,0.002769420536607638,0.0021130320052455765,7,7,6.1166908740997314,0.03479044553919176,1714847207.5406318,2.389353036880493
0.0004811980863185297,0.002268550547772967,0.0017873524614544372,8,8,6.2017662525177,0.025439935013119336,1714847207.6257071,2.4758448600769043
0.000474952781874409,0.0015570146182383713,0.0010820618363639623,9,9,6.287970066070557,0.01846587737767939,1714847207.711911,2.561940908432007
0.00035114962616566964,0.0009063472470745401,0.0005551976209088705,10,10,6.383594512939453,0.012435337743470944,1714847207.8075354,2.657698631286621
0.00026525461873857516,0.0005771816921942207,0.00031192707345564563,11,11,6.473771572113037,0.010863401811779505,1714847207.8977125,2.7479186058044434
0.00016092874444449272,0.0003866024119933616,0.00022567366754886888,12,12,6.555874586105347,0.010212860309644821,1714847207.9798155,2.8298466205596924
9.696558777745384e-05,0.00026713312891684434,0.00017016754113939047,13,13,6.640509843826294,0.009130064204492342,1714847208.0644507,2.914685010910034
6.825098176806695e-05,0.00020875262147745406,0.00014050163970938712,14,14,6.724722385406494,0.008055566957567725,1714847208.1486633,2.9989542961120605
5.828057317359992e-05,0.000178791517826011,0.00012051094465241107,15,15,6.809849262237549,0.007485264523444374,1714847208.2337902,3.084076166152954
4.9269832709637286e-05,0.00013908575482062135,8.981592211098405e-05,16,16,6.894691228866577,0.005946975110896718,1714847208.3186321,3.1688904762268066
4.5911504828090296e-05,0.00011171712059150797,6.580561576341768e-05,17,17,6.980759143829346,0.005222813708807373,1714847208.4047,3.2548694610595703
4.524186795306375e-05,9.298450819992485e-05,4.7742640246861093e-05,18,18,7.070227861404419,0.004908276157737136,1714847208.4941688,3.344414234161377
3.6460300357510436e-05,7.231191353917461e-05,3.5851613181664176e-05,19,19,7.166531562805176,0.003553357113955541,1714847208.5904725,3.4407036304473877
2.975199454921563e-05,5.587511352727848e-05,2.6123118978062856e-05,20,20,7.251282453536987,0.003347001624773443,1714847208.6752234,3.5255143642425537
2.340964215307348e-05,4.565015773166682e-05,2.224051557859334e-05,21,21,7.342634916305542,0.0031895102336612496,1714847208.7665758,3.616849184036255
1.957952789413231e-05,4.014717491287419e-05,2.0567647018741883e-05,22,22,7.427022457122803,0.0028804035902797735,1714847208.8509634,3.7012414932250977
1.7505757778920504e-05,3.68951306036565e-05,1.9389372824735995e-05,23,23,7.529085159301758,0.003051916745810307,1714847208.953026,3.803025007247925
1.5625759879198813e-05,3.356892515315309e-05,1.794316527395428e-05,24,24,7.633552074432373,0.0025953451884715654,1714847209.057493,3.9073781967163086
1.556221783185328e-05,3.1307834629580784e-05,1.5745616797727503e-05,25,25,7.718952178955078,0.0025256893608760355,1714847209.142893,3.9930663108825684
1.542621397769605e-05,2.924356662998286e-05,1.3817352652286813e-05,26,26,7.810126066207886,0.002596411596361803,1714847209.234067,4.0842626094818115
1.4318945331417815e-05,2.6453998105077255e-05,1.213505277365944e-05,27,27,7.899651050567627,0.002087329316289083,1714847209.323592,4.173818349838257
1.3779678683357995e-05,2.3445633768308243e-05,9.665955084950248e-06,28,28,8.000432968139648,0.00232719610765606,1714847209.4243739,4.274518013000488
1.2646850154461365e-05,2.090013765551746e-05,8.253287501056096e-06,29,29,8.092549562454224,0.0021408989528463964,1714847209.5164905,4.366620779037476
1.220512051350286e-05,2.016602401954154e-05,7.960903506038682e-06,30,30,8.178242683410645,0.0022359613480149206,1714847209.6021836,4.452343463897705
1.1912836412261766e-05,1.9667918105010826e-05,7.755081692749058e-06,31,31,8.266944646835327,0.0024862013455420632,1714847209.6908855,4.540763854980469
1.1206069937678948e-05,1.8834002955716695e-05,7.627933018037747e-06,32,32,8.354382038116455,0.0020842879337919034,1714847209.778323,4.628547191619873
1.0400019581965708e-05,1.7766573041978465e-05,7.366553460012757e-06,33,33,8.457722902297974,0.0024945923258889225,1714847209.8816638,4.731359243392944
9.242550102672148e-06,1.6651329563758723e-05,7.408779461086574e-06,34,34,8.556640625,0.0021066021920997428,1714847209.9805815,4.830649137496948
8.052760045183638e-06,1.5532740360455817e-05,7.479980315272179e-06,35,35,8.647652626037598,0.0026694569742014666,1714847210.0715935,4.92078161239624
6.986037996348799e-06,1.4552486925498524e-05,7.566448929149725e-06,36,36,8.740430116653442,0.002294753250064595,1714847210.164371,5.014466285705566
6.03122312769965e-06,1.348581114817752e-05,7.45458802047787e-06,37,37,8.82072925567627,0.0026121025044120545,1714847210.2446702,5.094952821731567
5.364566833675288e-06,1.2618598468344201e-05,7.254031634668912e-06,38,38,8.903175592422485,0.0020303501095219286,1714847210.3271165,5.177434921264648
4.942935266618241e-06,1.1884714756173657e-05,6.941779489555415e-06,39,39,8.986030101776123,0.0022268689121496114,1714847210.409971,5.260261535644531
4.72998164670013e-06,1.1147471975700181e-05,6.417490329000052e-06,40,40,9.067310094833374,0.0019427892242833476,1714847210.491251,5.34154200553894
4.190630105506034e-06,9.74025020043958e-06,5.549620094933546e-06,42,41,9.237302541732788,0.0017961694140815096,1714847210.6612434,5.511341333389282
3.5879298176933177e-06,7.650153446579895e-06,4.062223628886577e-06,46,42,9.567984580993652,0.0014765311768945237,1714847210.9919255,5.842067241668701
2.69830863929735e-06,5.666705063056914e-06,2.9683964237595646e-06,50,43,9.939675092697144,0.0012597415974287536,1714847211.363616,6.2132275104522705
2.1210299705906676e-06,4.4015085450150985e-06,2.2804785744244313e-06,55,44,10.384663105010986,0.0011134813371117662,1714847211.808604,6.658601999282837
1.8421691405842393e-06,3.0070560953198693e-06,1.1648869547356299e-06,61,45,10.899990797042847,0.0008516256414773301,1714847212.3239317,7.173550844192505
1.628696801461272e-06,2.148517338290848e-06,5.198205368295761e-07,67,46,11.41110634803772,0.0005614625967574762,1714847212.8350472,7.685177564620972
1.415203451827208e-06,1.6341772495181278e-06,2.1897379769091966e-07,73,47,11.927980661392212,0.0003404415122943133,1714847213.3519216,8.201132535934448
1.0168728599730296e-06,1.1492295107356588e-06,1.3235665076262913e-07,81,48,12.67857050895691,0.00027513121628049695,1714847214.1025114,8.952675580978394
9.420979914315187e-07,1.0026484987863946e-06,6.0550507354876e-08,89,49,13.353668689727783,0.00016264127602758657,1714847214.7776096,9.627676248550415
8.65240527687567e-07,9.191426861617694e-07,5.390215847420245e-08,98,50,14.183449029922485,0.00016605875963643236,1714847215.60739,10.45718002319336
6.124697459821323e-07,7.149225055207268e-07,1.024527595385945e-07,107,51,14.947253942489624,0.0002590614351409939,1714847216.3711948,11.221413135528564
4.185413106121413e-07,5.336134675136796e-07,1.1507215690153831e-07,118,52,15.893347263336182,0.0002756679188880248,1714847217.3172882,12.167079210281372
2.6594221019216603e-07,3.596776227141267e-07,9.373541252196069e-08,130,53,16.90280294418335,0.0001955227404975349,1714847218.3267438,13.176948308944702
1.879982949640285e-07,2.488894101741927e-07,6.089111521016418e-08,143,54,18.062610149383545,0.00017360435135044125,1714847219.486551,14.336238622665405
1.6130196480797028e-07,2.168283040089376e-07,5.552633920096733e-08,157,55,19.356274843215942,0.0001609872381759584,1714847220.7802157,15.630074977874756
1.3184100233404158e-07,1.6973948252162497e-07,3.78984801875834e-08,172,56,20.562199115753174,0.00013896128668392082,1714847221.98614,16.836376428604126
1.1821340440111829e-07,1.3736569461248308e-07,1.91522902113648e-08,190,57,22.025460720062256,8.841095013122556e-05,1714847223.4494016,18.298967599868774
1.0491439342510645e-07,1.2000405274239439e-07,1.508965931728794e-08,208,58,23.66315197944641,8.417144034211576e-05,1714847225.0870929,19.923337697982788
8.547199679526502e-08,9.702961514123357e-08,1.1557618345968555e-08,229,59,25.378568410873413,7.242815565816914e-05,1714847226.8025093,21.652633905410767
6.506372337776455e-08,7.180644030341082e-08,6.742716925646274e-09,252,60,27.29559326171875,4.657575011804589e-05,1714847228.7195342,23.569206476211548
5.335901659946172e-08,5.934436629318339e-08,5.985349693721667e-09,277,61,29.372342824935913,5.082233485894861e-05,1714847230.7962837,25.646095514297485
4.05104685251904e-08,4.6771480885193095e-08,6.261012360002697e-09,305,62,31.796117305755615,4.777189911679917e-05,1714847233.2200582,28.069833278656006
3.709301670981978e-08,4.2594712778980645e-08,5.501696069160866e-09,335,63,34.28340172767639,4.076463254732009e-05,1714847235.7073426,30.556928634643555
3.5118191726328895e-08,3.936524961089242e-08,4.247057884563529e-09,369,64,37.155508041381836,3.7557748498760815e-05,1714847238.579449,33.42911672592163
3.1684864824689414e-08,3.602117675307798e-08,4.336311928388567e-09,406,65,40.278347969055176,3.8458823740552274e-05,1714847241.7022889,36.55206608772278
2.7560069781324448e-08,3.181096198783556e-08,4.250892206511112e-09,446,66,43.608011960983276,3.646387271969901e-05,1714847245.0319529,39.8815176486969
2.5769207631710383e-08,2.9254188644950092e-08,3.4849810132397094e-09,491,67,47.348958253860474,3.313961895633407e-05,1714847248.7728992,43.622989654541016
2.2785500966643346e-08,2.5444270931724115e-08,2.6587699650807685e-09,540,68,51.43990349769592,3.253241766282812e-05,1714847252.8638444,47.713618755340576
1.9927485752741186e-08,2.167529845431329e-08,1.7478127015721058e-09,594,69,55.978699684143066,2.370892511845576e-05,1714847257.4026406,52.25231909751892
1.7009194351851527e-08,1.8709652241090126e-08,1.7004578892386001e-09,653,70,61.05558514595032,2.2462346497300517e-05,1714847262.479526,57.32922673225403
1.608768520864181e-08,1.7661864543144084e-08,1.574179334502272e-09,718,71,66.46698832511902,2.1828271158170572e-05,1714847267.8909292,62.7403724193573
1.4411161233355101e-08,1.6279894159388463e-08,1.868732926033362e-09,790,72,72.71812415122986,2.3624679947686777e-05,1714847274.142065,68.99178457260132
1.3771107323945644e-08,1.5290536897419932e-08,1.5194295734742894e-09,869,73,79.40542697906494,2.2276351445540186e-05,1714847280.8293679,75.6791741847992
1.125942491517589e-08,1.188551336061502e-08,6.260884454391293e-10,956,74,86.63369798660278,1.6719630114524737e-05,1714847288.057639,82.90745210647583
9.780754628185408e-09,1.0150408906784232e-08,3.6965427859882496e-10,1052,75,94.6174705028534,1.423819958437356e-05,1714847296.0414114,90.8912923336029
7.921371671562137e-09,8.177820571634648e-09,2.5644890007251137e-10,1157,76,103.42948150634766,1.1693770594562442e-05,1714847304.8534224,99.70310044288635
6.696092922692608e-09,6.949370495055927e-09,2.5327757236331897e-10,1272,77,113.22964930534363,1.166499071901895e-05,1714847314.6535902,109.50235724449158
5.6824080428377535e-09,5.996086337793198e-09,3.1367829495544454e-10,1400,78,123.91226530075073,1.4018210181859476e-05,1714847325.3362062,120.18606352806091
4.042800301680082e-09,4.2673968413176544e-09,2.2459653963757288e-10,1539,79,135.8082718849182,1.1608463914191955e-05,1714847337.2322128,132.08199334144592
2.9291381017193903e-09,3.0433147545909163e-09,1.1417665287152577e-10,1693,80,148.44937086105347,7.633213372782055e-06,1714847349.8733118,144.72310638427734
2.4690826392373363e-09,2.5676526786834985e-09,9.857003944616206e-11,1863,81,163.48202252388,7.098256033525344e-06,1714847364.9059634,159.7555637359619
2.109268867820896e-09,2.175527005656388e-09,6.62581378354921e-11,2049,82,179.13883233070374,5.708698905794826e-06,1714847380.5627732,175.41244268417358
1.8161060877759518e-09,1.869707880512806e-09,5.3601792736854016e-11,2254,83,196.6370029449463,5.377343171469468e-06,1714847398.0609438,192.91067838668823
1.6675876978670527e-09,1.7170857663368208e-09,4.949806846976806e-11,2479,84,215.56983542442322,4.940308935893473e-06,1714847416.9937763,211.84363627433777
1.492783829650523e-09,1.5299269000910227e-09,3.7143070440499676e-11,2727,85,236.3394992351532,4.10630795640964e-06,1714847437.7634401,232.6131727695465
1.3762577354367885e-09,1.4192130596887378e-09,4.2955324251949426e-11,3000,86,259.14945888519287,3.956831757388368e-06,1714847460.5733998,255.42329287528992
1.2408395300399814e-09,1.2918681606289065e-09,5.1028630588925145e-11,3299,87,284.3884506225586,4.802847396006901e-06,1714847485.8123915,280.66183400154114
1.094304430173838e-09,1.1445678895299792e-09,5.026345935614123e-11,3629,88,312.0553414821625,5.231472334671514e-06,1714847513.4792824,308.3290445804596
9.003962803327288e-10,9.52451156715898e-10,5.205487638316913e-11,3992,89,342.3643069267273,5.870274121311693e-06,1714847543.7882478,338.6377024650574
7.846068526154018e-10,8.28522125907532e-10,4.391527329213025e-11,4391,90,376.1891312599182,4.65067211579028e-06,1714847577.6130722,372.46249556541443
6.641989417081405e-10,6.966421139424138e-10,3.244317223427331e-11,4831,91,414.2198805809021,4.356493142148397e-06,1714847615.6438215,410.493531703949
5.930257896562149e-10,6.281081024870946e-10,3.508231283087975e-11,5314,92,454.4004406929016,4.418091207699166e-06,1714847655.8243816,450.67420983314514
4.754279496584725e-10,5.108298689640176e-10,3.540191930554519e-11,5845,93,499.2752118110657,4.42487502223548e-06,1714847700.6991527,495.54901242256165
4.2081566012996657e-10,4.5681295782184433e-10,3.5997297691877745e-11,6429,94,548.0342328548431,4.5217180475275535e-06,1714847749.4581738,544.3078489303589
3.549710340312577e-10,3.86574319683408e-10,3.1603285652150296e-11,7072,95,602.7721655368805,4.439874261999346e-06,1714847804.1961064,599.0458571910858
2.8439102250437686e-10,3.0499596887680104e-10,2.0604946372424148e-11,7779,96,661.9370536804199,3.7589565703000035e-06,1714847863.3609946,658.2106614112854
2.506350880908423e-10,2.6560486294844495e-10,1.4969774857602654e-11,8557,97,725.3025090694427,3.266054677992782e-06,1714847926.72645,721.5759477615356
2.1836675390880757e-10,2.3023654995007214e-10,1.1869796041264579e-11,9413,98,797.7816400527954,2.9180008562815232e-06,1714847999.205581,794.0518796443939
1.8934168861166918e-10,2.004523183308147e-10,1.1110629719145528e-11,10354,99,878.1582231521606,3.057512533498359e-06,1714848079.582164,874.4319472312927
1.5936601918091469e-10,1.6910505441799274e-10,9.739035237078048e-12,11389,100,963.037843465805,2.5997723924274487e-06,1714848164.4617844,959.3114144802094
1.4898546675943367e-10,1.5853008455530474e-10,9.544617795871086e-12,11898,101,1003.7574577331543,2.5620368526922365e-06,1714848205.1813986,1000.0311181545258
