_step,l2_error,time,loss_interior,step,_runtime,_timestamp,loss_boundary,loss
0,1.5072219732226466,1.7352688312530518,120.68336010396533,0,5.752255439758301,1714607018.0274544,1.5021347655867303,122.18549486955206
1,0.5542793828231984,2.1706016063690186,119.68787269021652,1,5.9627156257629395,1714607018.2379146,1.3432057539047473,121.03107844412126
2,0.6070888954259094,2.346452474594116,88.57680042656455,2,6.138376951217651,1714607018.413576,0.16991322676737974,88.74671365333192
3,0.9873674246119326,2.496396780014038,40.689125789031934,3,6.287445783615112,1714607018.5626447,0.2876342119536729,40.97676000098561
4,0.9873674246119326,2.6428256034851074,28.5305714390136,4,6.433645963668823,1714607018.708845,0.678718377676676,29.209289816690276
5,1.0022302179716462,2.800168752670288,28.5305714390136,5,6.591266393661499,1714607018.8664653,0.678718377676676,29.209289816690276
6,1.0847919641096109,2.946051597595215,28.439384409691904,6,6.736894607543945,1714607019.0120935,0.6965343461818282,29.135918755873732
7,0.9439966408931826,3.139390230178833,27.245909794629416,7,6.932358503341675,1714607019.2075574,0.793541560845184,28.0394513554746
8,0.8464056510091473,3.3030436038970947,21.17828615967368,8,7.093737840652466,1714607019.3689368,0.6130865537119902,21.79137271338567
9,0.7978621514489951,3.471348762512207,20.293927551961282,9,7.2619993686676025,1714607019.5371983,0.5031783619283053,20.797105913889588
10,0.7763610185981614,3.6260526180267334,20.16322474657128,10,7.416623830795288,1714607019.6918228,0.4521331338446248,20.615357880415907
11,0.8873453587353654,3.788923501968384,15.510692099422089,11,7.582138299942017,1714607019.8573372,0.42593904882666,15.936631148248749
12,0.9302079626685593,3.996779680252075,14.325614520725294,12,7.788140535354614,1714607020.0633395,0.5369851992130027,14.862599719938297
13,0.8105252074215934,4.15425968170166,14.026077040933055,13,7.945836305618286,1714607020.2210352,0.5816477094306514,14.607724750363706
14,0.8434939643198887,4.297085523605347,12.064120880047751,14,8.088066577911377,1714607020.3632655,0.4358331332486701,12.49995401329642
15,0.8583322959448105,4.435077667236328,10.962474574836117,15,8.225518226623535,1714607020.5007172,0.48395821980532355,11.44643279464144
16,0.7856335572486441,4.576914310455322,10.542053103342132,16,8.369258165359497,1714607020.644457,0.49946133877940035,11.041514442121533
17,0.7820507898654098,4.717889070510864,9.896835169986943,17,8.508324146270752,1714607020.783523,0.4172391679615218,10.314074337948465
18,0.8524390251330337,4.854825973510742,9.88337157963579,18,8.645436525344849,1714607020.9206355,0.4112591481549313,10.294630727790722
19,0.7589368065508032,4.991524934768677,8.997755613652561,19,8.781905174255371,1714607021.057104,0.48035624252648995,9.478111856179051
20,0.6828032285402155,5.1314966678619385,8.637613883562953,20,8.921928405761719,1714607021.1971273,0.4001153325503646,9.037729216113316
21,0.7930698353111845,5.268946886062622,8.214452002018014,21,9.059443235397339,1714607021.3346422,0.32877531101451085,8.543227313032524
22,0.808445704105624,5.405740737915039,7.7565990569783505,22,9.196154356002808,1714607021.4713533,0.42203985624454454,8.178638913222896
23,0.7178061865849246,5.541440963745117,7.721424706904876,23,9.331772565841675,1714607021.6069715,0.4364018924184429,8.157826599323318
24,0.6969336460073569,5.678705453872681,7.522817390808776,24,9.469157695770264,1714607021.7443566,0.3576811866083318,7.880498577417108
25,0.7356364420129884,5.81610631942749,7.523397541162427,25,9.606523036956787,1714607021.881722,0.3416643002389088,7.865061841401336
26,0.7568435831251998,5.951695442199707,7.2807278332619,26,9.742000579833984,1714607022.0171995,0.37586930994992807,7.656597143211828
27,0.6958730251382148,6.086254358291626,7.108231262940293,27,9.87656307220459,1714607022.151762,0.39147971348730676,7.4997109764275995
28,0.6905169618338783,6.22154974937439,7.03888456169713,28,10.011842250823975,1714607022.2870412,0.3376009730014446,7.376485534698575
29,0.6880432271336111,6.356623649597168,6.854113676668363,29,10.146962404251099,1714607022.4221613,0.3403517120572096,7.194465388725573
30,0.6956391873580821,6.491928577423096,6.642276562528706,30,10.282256126403809,1714607022.557455,0.33268932327025175,6.974965885798958
31,0.7051602788226587,6.627565622329712,6.6112225372521785,31,10.417875051498413,1714607022.693074,0.33560803626968816,6.946830573521867
32,0.6958235575565608,6.764611005783081,6.568549441895809,32,10.55497670173645,1714607022.8301756,0.34451481977804466,6.913064261673854
33,0.6809691814345092,6.900353908538818,6.503804723801511,33,10.690683603286743,1714607022.9658825,0.3448450917950967,6.848649815596607
34,0.6653463157485427,7.036613464355469,6.463128279101681,34,10.827046871185303,1714607023.1022458,0.33525772277851357,6.7983860018801945
35,0.676171554392164,7.173174619674683,6.2932944284209,35,10.963542938232422,1714607023.2387419,0.3112939819013309,6.604588410322231
36,0.6593995354449289,7.308973550796509,6.20730079054489,36,11.09938383102417,1714607023.3745828,0.320561906476118,6.527862697021008
37,0.631173614589025,7.446567535400391,6.1265351467742315,37,11.236977100372314,1714607023.512176,0.3127663307199168,6.439301477494149
38,0.6481493498044839,7.582588195800781,6.024481036277798,38,11.372985601425171,1714607023.6481845,0.2925363707956439,6.317017407073442
39,0.711159510005405,7.7194647789001465,5.972147991374832,39,11.509823083877563,1714607023.785022,0.30334105382422444,6.275489045199056
40,0.6244183195405575,7.857435941696167,5.817299885284574,40,11.647868156433105,1714607023.923067,0.3551314901448528,6.172431375429427
41,0.6414643055004525,8.125344276428223,5.682667682918937,42,11.915788173675537,1714607024.190987,0.25770303169021996,5.940370714609156
42,0.5728004407230187,8.6571524143219,5.105678396918515,46,12.447499990463257,1714607024.722699,0.260234112244313,5.365912509162828
43,0.6584300158011405,9.190778732299805,5.0087622633698965,50,12.981245517730713,1714607025.2564445,0.2878730947820785,5.296635358151975
44,0.6074064466603154,9.862176656723022,4.658135634851851,55,13.652634620666504,1714607025.9278336,0.2446247980666455,4.902760432918496
45,0.4899481082101564,10.691835403442383,3.630185028553003,61,14.482616424560547,1714607026.7578154,0.24572491482339417,3.875909943376397
46,0.5728621973705151,11.49696660041809,2.633021294661044,67,15.28770899772644,1714607027.562908,0.2120856519305471,2.845106946591591
47,0.48788262750560796,12.294701099395752,2.5492723399446438,73,16.085074424743652,1714607028.3602734,0.22551836191473698,2.7747907018593807
48,0.5513622491826238,13.41374683380127,2.0429697754325313,81,17.204383611679077,1714607029.4795825,0.24963464027299648,2.2926044157055276
49,0.5511504055052613,14.4851655960083,1.8463954779698506,89,18.27576518058777,1714607030.550964,0.23393591189823754,2.080331389868088
50,0.6177837028069123,15.670959711074829,1.570149977332491,98,19.461402893066406,1714607031.7366018,0.2628962057551765,1.8330461830876674
51,0.5827709150370026,16.863216161727905,1.305335175731267,107,20.653518676757812,1714607032.9287176,0.2574988304645304,1.5628340061957975
52,0.6081416572813226,18.326085329055786,1.1281319223408972,118,22.116403579711914,1714607034.3916025,0.25799879246747787,1.386130714808375
53,0.5492788663563098,19.930590867996216,1.0026339417887007,130,23.721181392669678,1714607035.9963803,0.23090870329316437,1.2335426450818652
54,0.4831898995445066,21.721455812454224,0.8509005879953344,143,25.51208758354187,1714607037.7872865,0.1898298722755003,1.0407304602708347
55,0.43678769019266844,23.997621536254883,0.7559956857419365,157,27.789411067962646,1714607040.06461,0.15795595580209545,0.913951641544032
56,0.3823889279825512,26.351574420928955,0.6877388851675159,172,30.142594814300537,1714607042.4177938,0.13531393326229668,0.8230528184298126
57,0.3603749684773437,28.966991424560547,0.6385585543507001,190,32.758028507232666,1714607045.0332274,0.10961725540634254,0.7481758097570426
58,0.34724949671117705,31.46958565711975,0.5747072425993474,208,35.2601056098938,1714607047.5353045,0.10445400669390054,0.679161249293248
59,0.33474236456182005,34.41173529624939,0.5169713253884736,229,38.202402114868164,1714607050.477601,0.10062219118250655,0.6175935165709802
60,0.3246985089824768,37.94338774681091,0.4614260304348928,252,41.73481106758118,1714607054.01001,0.09789879076916251,0.5593248212040552
61,0.3232137226405586,41.76138091087341,0.42193948938399656,277,45.552252531051636,1714607057.8274515,0.09358205745230586,0.5155215468363024
62,0.3117696698474574,45.67827391624451,0.3812499302821792,305,49.468846559524536,1714607061.7440455,0.09162398409297422,0.4728739143751534
63,0.3119796493221872,49.87161064147949,0.35355725446651026,335,53.662856578826904,1714607065.9380555,0.08868302673082328,0.44224028119733355
64,0.3051283062310319,54.61296582221985,0.3275006940836603,369,58.4035587310791,1714607070.6787577,0.08664658348172773,0.414147277565388
65,0.2977053058067279,59.76926803588867,0.3015720319391724,406,63.56044960021973,1714607075.8356485,0.08335027129542497,0.3849223032345974
66,0.28855690154818425,65.3520495891571,0.27716248090545825,446,69.14269542694092,1714607081.4178944,0.07950307721739105,0.3566655581228493
67,0.27850712804289984,71.8885931968689,0.24953815076738253,491,75.67963790893555,1714607087.9548368,0.07412860570231282,0.32366675646969534
68,0.2655747708369829,78.8748140335083,0.22268919764755502,540,82.66566014289856,1714607094.940859,0.06884953930424689,0.2915387369518019
69,0.25417279428469974,87.85587739944458,0.20253803543767882,594,91.64733219146729,1714607103.9225311,0.06327094543460947,0.26580898087228827
70,0.24232832397753046,96.7068943977356,0.18096285866399073,653,100.49805760383606,1714607112.7732565,0.05769966278378374,0.23866252144777447
71,0.2298523582122588,108.11269950866699,0.16092845801341527,718,111.90336036682129,1714607124.1785593,0.052453503455121724,0.213381961468537
72,0.21861839662205598,118.48021817207336,0.14189319552183574,790,122.2713372707367,1714607134.5465362,0.04690231262050069,0.18879550814233642
73,0.20640072841538815,133.10688996315002,0.12360228155341466,869,136.89757227897644,1714607149.1727712,0.04178883177154013,0.1653911133249548
74,0.19416934697526606,147.2776381969452,0.10737899397250573,956,151.06875705718994,1714607163.343956,0.03693316053089795,0.14431215450340368
75,0.18353182923866332,160.9676992893219,0.09417318851623369,1052,164.75884890556335,1714607177.0340478,0.03277478562752445,0.12694797414375814
76,0.1704755978052615,177.39900469779968,0.07945129542134786,1157,181.18992614746094,1714607193.465125,0.028255244318669433,0.1077065397400173
77,0.15929136397370117,195.36280989646912,0.06760901558394171,1272,199.153950214386,1714607211.4291492,0.02425849626155955,0.09186751184550127
78,0.14777259912543664,215.40155220031738,0.05746905194583957,1400,219.1922824382782,1714607231.4674814,0.020756889460000524,0.07822594140584009
79,0.13625499038252362,240.7165060043335,0.048362226273231515,1539,244.50771379470825,1714607256.7829127,0.0173974975934254,0.06575972386665692
80,0.12326031086008483,264.34677505493164,0.04001147134947781,1693,268.13744044303894,1714607280.4126394,0.014024108088017663,0.05403557943749547
81,0.1116617580541548,293.204434633255,0.0341660592492521,1863,296.9955487251282,1714607309.2707477,0.011374285122056474,0.04554034437130857
82,0.10074058413081464,320.8169686794281,0.029602660823069782,2049,324.6079194545746,1714607336.8831184,0.009165633312720353,0.03876829413579014
83,0.09020380301483659,350.4843485355377,0.025857540858728534,2254,354.27741169929504,1714607366.5526106,0.007221257116261426,0.03307879797498996
84,0.07858794717441878,383.0709455013275,0.022431404660664497,2479,386.86227440834045,1714607399.1374733,0.005432761596921548,0.027864166257586045
85,0.0700426165131812,419.0327341556549,0.020019581814035934,2727,422.82370138168335,1714607435.0989003,0.0042481145395758466,0.02426769635361178
86,0.061670990088678455,457.4801502227783,0.017657218233659643,3000,461.27144956588745,1714607473.5466485,0.00319747967096752,0.020854697904627163
87,0.054361377923524155,499.452849149704,0.015634288564454712,3299,503.2443027496338,1714607515.5195017,0.0024179327761177055,0.018052221340572418
88,0.048778479753631164,545.8898682594299,0.013955237807801191,3629,549.6809921264648,1714607561.956191,0.0018904483678636663,0.01584568617566486
89,0.04410275505004543,597.5117933750153,0.012344668752643458,3992,601.3032839298248,1714607613.5784829,0.0014950593468258577,0.013839728099469316
90,0.04029304523437579,653.7114417552948,0.0108998794385611,4391,657.5028870105743,1714607669.778086,0.001215720244679167,0.012115599683240268
91,0.03727577175080582,717.8732001781464,0.009635477677441977,4831,721.6643340587616,1714607733.939533,0.0010238443506041604,0.010659322028046137
92,0.035018706324293124,788.4632415771484,0.008517242766548607,5314,792.2559895515442,1714607804.5311885,0.0008964868415781668,0.009413729608126774
93,0.033035966397684885,873.5163650512695,0.007451428017023643,5845,877.307320356369,1714607889.5825193,0.0007930400052531085,0.008244468022276751
94,0.03155356338515437,958.218770980835,0.006512205739810035,6429,962.0108635425568,1714607974.2860625,0.0007205124930315807,0.007232718232841616
95,0.030370809599557683,1050.1065623760223,0.005757338250560917,7072,1053.8972499370575,1714608066.1724489,0.0006687201089008674,0.006426058359461785
96,0.029332791529480557,1153.8139472007751,0.005016760040327471,7779,1157.6062996387482,1714608169.8814986,0.0006240636839819779,0.005640823724309449
97,0.028549538423751724,1265.9910681247711,0.004434710071258942,8557,1269.7816927433014,1714608282.0568917,0.0005925069619380384,0.00502721703319698
98,0.027926231228388533,1385.5244255065918,0.003909032272810834,9413,1389.3153114318848,1714608401.5905104,0.0005650117039145311,0.004474043976725364
99,0.02733737328098909,1518.3944935798645,0.003428106302696277,10354,1522.1856315135956,1714608534.4608305,0.0005406589842394953,0.003968765286935773
100,0.026891683547805162,1667.152530670166,0.003008721476990214,11389,1670.9433584213257,1714608683.2185574,0.0005183978102683165,0.0035271192872585308
101,0.026427775786873792,1829.6704947948456,0.0026655882544625734,12528,1833.4618904590607,1714608845.7370894,0.0004982106108667522,0.0031637988653293253
102,0.02592175656862576,2008.365020275116,0.0023618208337287875,13781,2012.156534910202,1714609024.4317338,0.000476965179878346,0.0028387860136071335
103,0.025426850124210365,2204.166677713394,0.0020990004201192174,15159,2207.958023548126,1714609220.2332225,0.0004545270078428511,0.0025535274279620684
104,0.02484969202067686,2423.105330467224,0.0018636833043674124,16675,2426.8966834545135,1714609439.1718824,0.0004308360058953319,0.0022945193102627444
105,0.02420528573823102,2660.7855455875397,0.0016562452820112735,18342,2664.5774352550507,1714609676.8526342,0.00040609764020282203,0.0020623429222140954
106,0.023508414647654054,2922.378867149353,0.0014665651525401747,20177,2926.1708583831787,1714609938.4460573,0.00037973906076149504,0.0018463042133016697
107,0.02329206672446901,3000.141200065613,0.0014179187156931913,20712,3003.9321579933167,1714610016.207357,0.0003724179975711892,0.0017903367132643805
